pathway	pval	padj	log2err	ES	NES	size	leadingEdge
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	1.13511477368532e-09	3.63236727579303e-08	0.788186810800237	0.760030058969839	2.19966609354554	33	RSAD2 IFIT3 GBP2 ISG15 IFIT2 ISG20 XAF1 IFITM3 IRF7 USP18 PSMB8 OASL1 BST2 OAS3 STAT1 IRF1 H2-T23 STAT2 SAMHD1 H2-Q4 SOCS1 H2-K1 H2-Q7 H2-T22 IFI35 IFIT1BL1 OAS1A
REACTOME_INTERFERON_SIGNALING	2.55413907259491e-11	1.22598675484556e-09	0.863415391606693	0.711755641051457	2.18078431257184	57	RSAD2 IFIT3 GBP2 ISG15 IFIT2 GBP5 ISG20 XAF1 IFITM3 HERC6 IRF7 USP18 PSMB8 TRIM30A OASL1 GBP7 BST2 OAS3 STAT1 IRF1 H2-T23 GBP3 DDX58 B2M STAT2 H2-AB1 H2-EB1 SP100 SAMHD1 H2-Q4 SOCS1 H2-K1 H2-Q7 TRIM12C H2-T22 IFI35 IFIT1BL1 TRIM30D OAS1A EIF2AK2 IRF2 TRIM34A FCGR1 OAS2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	1.26698560092096e-11	1.21630617688412e-09	0.875325132024659	0.651813398133294	2.04432123384176	90	CXCL10 RSAD2 IFIT3 GBP2 ISG15 IFIT2 GBP5 ISG20 XAF1 IFITM3 HERC6 IRF7 USP18 PSMB8 TRIM30A OASL1 GBP7 BST2 IL18BP OAS3 STAT1 IRF1 CCL5 H2-T23 GBP3 DDX58 PSMB9 PSME2 PSME1 B2M STAT2 H2-AB1 H2-EB1 SP100 PSMB10 SAMHD1 H2-Q4 SOCS1 H2-K1 H2-Q7 TRIM12C H2-T22 IFI35 IFIT1BL1 TRIM30D OAS1A EIF2AK2 IRF2 CCL4 PSMA5 TRIM34A FCGR1 OAS2 IL15RA
REACTOME_INTERFERON_GAMMA_SIGNALING	8.67093286556781e-07	1.66481911018902e-05	0.659444398037935	0.674634349310878	1.97299371698192	36	GBP2 GBP5 IRF7 TRIM30A OASL1 GBP7 OAS3 STAT1 IRF1 H2-T23 GBP3 B2M H2-AB1 H2-EB1 SP100 H2-Q4 SOCS1 H2-K1 H2-Q7 TRIM12C H2-T22 TRIM30D OAS1A IRF2 TRIM34A FCGR1 OAS2 H2-D1
WP_TYPE_II_INTERFERON_SIGNALING_IFNG	5.88372764010753e-05	0.000941396422417205	0.557332238758646	0.712302314442873	1.92229792714885	20	CXCL10 GBP2 ISG15 IFIT2 STAT1 IRF1 H2-T23 PSMB9 STAT2 SOCS1 TAP1 H2-Q7 CYBB OAS1A EIF2AK2 IRF2
WP_THE_HUMAN_IMMUNE_RESPONSE_TO_TUBERCULOSIS	0.000236517409145772	0.00324366732542773	0.518848077743792	0.777863457001942	1.85701030350578	11	IFIT3 PSMB8 STAT1 IRF1 STAT2 SOCS1 TAP1 IFI35 IFIT1BL1 OAS1A
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.000500404631209089	0.00600485557450907	0.477270815362862	0.702950542056956	1.78499639933378	15	H2-T23 CD74 PSME2 PSME1 B2M H2-AB1 H2-EB1 CTSS TAPBP TAP1 H2-Q7 TAP2 H2-D1
REACTOME_HIV_INFECTION	0.00128821834848431	0.0131966769251656	0.45505986738723	0.709211958096196	1.75624828260422	13	PSMB8 PSMB9 PSME2 PSME1 B2M PSMB10 H2-Q7 APOBEC3 CHMP4B PSMA5 H2-D1
WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE	0.00137465384637142	0.0131966769251656	0.45505986738723	0.730914417056269	1.74492784207373	11	CXCL10 IFIT2 IRF7 STAT1 CCL5 DDX58 STAT2
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.00196228242731835	0.017125373911142	0.431707695803346	0.720968093262945	1.72118276753662	11	PSMB8 PSMB9 PSME2 PSME1 B2M PSMB10 H2-Q7 APOBEC3 PSMA5 H2-D1
WP_CYTOSOLIC_DNASENSING_PATHWAY	0.0023406057769269	0.0187248462154152	0.431707695803346	0.695017532018202	1.7210980907082	13	CXCL10 ISG15 ZBP1 IRF7 CCL5 DDX58
