pathway	pval	padj	log2err	ES	NES	size	leadingEdge
KEGG_ASTHMA	2.52719936087451e-05	0.00443523487833477	0.575610261071129	0.909246194413343	1.92630456925681	18	TNF FCER1G H2-AB1
WP_MIRNAS_INVOLVEMENT_IN_THE_IMMUNE_RESPONSE_IN_SEPSIS	0.000367803083236745	0.0322747205540244	0.49849310876659	0.766840640873922	1.84718794302289	35	LCN2 TNF CCL3 CCL4 IL1A REL NFKBIA ICAM1 NFKB2 IRF5 MAPK8 NFKB1 IRAK1 TRAF3
WP_OVERVIEW_OF_NANOPARTICLE_EFFECTS	0.000436846737352552	0.036799969154579	0.49849310876659	0.890395776705643	1.81404611836756	14	TNF HMOX1 BAX
WP_PROXIMAL_TUBULE_TRANSPORT	0.00127698232884502	0.0896441594849206	0.45505986738723	0.774677541644983	1.81259995162007	29	ATP6V0E ATP6V1F ATP6V1E1 ATP6V0C ATP6V0B ATP6V1C1 ATP6V1A ATP6V1G1
REACTOME_INSULIN_RECEPTOR_RECYCLING	0.0016778814387002	0.110088875609421	0.45505986738723	0.824053992416909	1.78125664307604	20	ATP6V0E ATP6V1F ATP6V1E1 ATP6V0C ATP6V0B ATP6V1C1 ATP6V1A ATP6V1G1 TCIRG1 ATP6V0A2
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.00222243222746941	0.130012285306961	0.431707695803346	0.80116440279992	1.77947107491489	22	GNS HEXA B4GALT5 B3GNT2 ST3GAL1 ST3GAL4
BIOCARTA_NO2IL12_PATHWAY	0.00195264001466893	0.117493139168365	0.45505986738723	0.866588224998094	1.76554184881374	14	NOS2 JAK2 STAT4 TYK2 CCR5 CXCR3
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	0.00427759416472468	0.19048569068727	0.407017918923954	0.757220519271556	1.75384195751552	28	ATP6V0E NCF1 CYBA ATP6V1F ATP6V1E1 ATP6V0C CYBB NOS2 ATP6V0B NCF4 ATP6V1C1 ATP6V1A RAC2 ATP6V1G1 TCIRG1
BIOCARTA_IL17_PATHWAY	0.000165981434656415	0.0183977316519163	0.518848077743792	0.943873583162983	1.74972347462866	10	CSF3 CD247
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES	0.00026007955282431	0.024154579061641	0.49849310876659	0.939232039524974	1.74111912547978	10	FURIN APOC2
REACTOME_GLUTATHIONE_CONJUGATION	0.00314336540349177	0.169741731788555	0.431707695803346	0.752073130043861	1.73287756269321	26	ESD GCLM MGST1 CNDP2 GGCT
