"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Creg1.4",3.79399481842513e-180,2.53602254522545,0.913,0.401,5.23912744476326e-176,"Granulocytes 6","Creg1"
"Psap.5",8.21573734472794e-120,2.24349035892091,0.883,0.531,1.13451116993348e-115,"Granulocytes 6","Psap"
"Ftl1.4",1.16936527923961e-114,1.60169350634261,1,0.993,1.61477651410198e-110,"Granulocytes 6","Ftl1"
"Cstb.4",1.76227819597405e-92,1.47757357272174,0.983,0.907,2.43352996082056e-88,"Granulocytes 6","Cstb"
"Lipa.3",5.95182891642294e-90,1.84847329500971,0.553,0.129,8.21888055068844e-86,"Granulocytes 6","Lipa"
"Prdx1.5",2.64729707366697e-83,2.63148228939993,0.657,0.22,3.65565252902672e-79,"Granulocytes 6","Prdx1"
"Taldo1.5",1.95344584137363e-81,1.54578571533432,0.877,0.55,2.69751336235284e-77,"Granulocytes 6","Taldo1"
"Blvrb.4",4.56452186761301e-81,1.83685557163107,0.657,0.233,6.3031482469868e-77,"Granulocytes 6","Blvrb"
"Cd63.4",5.90399233736837e-80,1.51599048425382,0.883,0.574,8.15282301867199e-76,"Granulocytes 6","Cd63"
"Txnrd1.4",2.97866539941724e-78,1.66650303754803,0.667,0.292,4.11323905005527e-74,"Granulocytes 6","Txnrd1"
"Esd.5",7.48104463098804e-74,1.30368323615206,0.957,0.784,1.03305745309314e-69,"Granulocytes 6","Esd"
"Srgn.4",3.17932409664611e-72,-1.45622295820863,0.96,0.983,4.39032864505861e-68,"Granulocytes 6","Srgn"
"S100a9.4",2.16824235602862e-71,-2.66894591334128,0.89,0.97,2.99412586943992e-67,"Granulocytes 6","S100a9"
"Gclm.4",3.5363950579858e-71,1.77532451713053,0.52,0.179,4.8834079355726e-67,"Granulocytes 6","Gclm"
"Ctsb.3",3.29626969061428e-69,1.09550761958539,0.96,0.86,4.55181881576926e-65,"Granulocytes 6","Ctsb"
"Itpr2.3",3.97325927735614e-68,2.05458950649823,0.557,0.182,5.48667373610109e-64,"Granulocytes 6","Itpr2"
"Bri3.4",6.39724211185889e-68,1.12487602849948,0.953,0.738,8.83395163226594e-64,"Granulocytes 6","Bri3"
"Txn1.5",2.19728854663623e-65,1.14707795881736,0.983,0.921,3.03423575404998e-61,"Granulocytes 6","Txn1"
"Actg1.5",3.13012738359636e-60,-2.02428148714849,0.54,0.839,4.32239290400821e-56,"Granulocytes 6","Actg1"
"Ifitm1.5",3.30991808133844e-60,-2.6253854995327,0.477,0.803,4.57066587852025e-56,"Granulocytes 6","Ifitm1"
