"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ighm.7",3.41372915442662e-221,3.91384781110015,0.976,0.287,5.7197031982418e-217,"B Cells","Ighm"
"Cd79a.8",2.61070069485973e-183,5.13870303886334,1,0.001,4.37422901423747e-179,"B Cells","Cd79a"
"Cd79b.9",1.18456130720233e-181,3.99516674602742,0.964,0.075,1.9847324702175e-177,"B Cells","Cd79b"
"Igkc.8",9.88971525683295e-178,6.5766492407905,0.952,0.007,1.65702179128236e-173,"B Cells","Igkc"
"Ebf1.7",7.96665880223078e-161,4.43354178431559,0.952,0.002,1.33481368231377e-156,"B Cells","Ebf1"
"Iglc2.7",5.97088700157836e-138,4.13152619315268,0.857,0.001,1.00042211711445e-133,"B Cells","Iglc2"
"Ly6d.9",1.55850927189025e-131,4.5962221127371,0.94,0.01,2.61128228505212e-127,"B Cells","Ly6d"
"Ms4a1.8",2.3873505114931e-131,3.29871251467679,0.81,0.001,4.00000578200669e-127,"B Cells","Ms4a1"
"Vpreb3.7",1.0457899060235e-114,3.91889449578201,0.726,0,1.75222098754238e-110,"B Cells","Vpreb3"
"Iglc3.8",2.02649124819098e-111,3.99571978878622,0.762,0.005,3.39538608634399e-107,"B Cells","Iglc3"
"Tyrobp.10",2.14556831455112e-103,-4.58108419851747,0.19,0.94,3.5948997110304e-99,"B Cells","Tyrobp"
"Ighd.7",1.19110709447684e-99,3.09602043878976,0.702,0.009,1.99569993679595e-95,"B Cells","Ighd"
"Fcer1g.9",5.10492397265475e-98,-4.60270785675086,0.179,0.941,8.55330011618303e-94,"B Cells","Fcer1g"
"Fcmr.6",8.53559580413059e-93,2.50462767871305,0.607,0.001,1.43013907698208e-88,"B Cells","Fcmr"
"Mzb1.8",3.83474810696894e-85,2.29510992027415,0.607,0.003,6.42512045322646e-81,"B Cells","Mzb1"
"Bank1.9",5.60059862144812e-79,2.32790211510991,0.595,0.036,9.38380299023633e-75,"B Cells","Bank1"
"H2-Ob.7",7.34217953306288e-78,2.21889258781433,0.595,0.051,1.23018218076469e-73,"B Cells","H2-Ob"
"Fcrla.8",1.91940914719593e-74,2.15082718883554,0.583,0.007,3.21597002612678e-70,"B Cells","Fcrla"
"Iglc1.4",5.42282049637384e-69,4.21865705328144,0.488,0.002,9.08593574167436e-65,"B Cells","Iglc1"
"H2-DMb2.8",3.34648932649363e-67,2.32439503157806,0.595,0.032,5.60704286654007e-63,"B Cells","H2-DMb2"
"Ralgps2.8",4.42204344220802e-67,2.13240342730461,0.571,0.09,7.40913378741954e-63,"B Cells","Ralgps2"
"Cd19.5",4.19757344909132e-65,1.45204953711555,0.429,0,7.03303431395251e-61,"B Cells","Cd19"
"Rps27.8",1.80662604517289e-63,1.60124586042978,1,0.98,3.02700193868718e-59,"B Cells","Rps27"
"Ptprcap.10",3.75775770105255e-62,2.45870270891774,0.857,0.09,6.29612302811355e-58,"B Cells","Ptprcap"
"Foxp1.9",5.98479296120427e-62,2.01915868320425,0.714,0.288,1.00275206064978e-57,"B Cells","Foxp1"
"Chchd10.8",1.4725533717548e-57,2.56760540170755,0.655,0.061,2.46726317437517e-53,"B Cells","Chchd10"
"Cd55.8",1.72486866756555e-57,2.2320815145863,0.464,0.013,2.89001745250608e-53,"B Cells","Cd55"
"Gm30211.5",5.86087401800066e-57,2.18378047407604,0.393,0.001,9.8198944171601e-53,"B Cells","Gm30211"
"Ctsd.10",7.86795147633499e-57,-4.53840232681421,0.107,0.871,1.31827526985993e-52,"B Cells","Ctsd"
"Tnfrsf13c.7",1.96948119591631e-55,1.43854799699523,0.393,0.003,3.29986574375777e-51,"B Cells","Tnfrsf13c"
"Pou2af1.3",1.74892181705358e-54,1.43702642031691,0.369,0,2.93031850447327e-50,"B Cells","Pou2af1"
"Gm31243.8",4.44969458953074e-54,1.71174925334325,0.476,0.018,7.45546328475875e-50,"B Cells","Gm31243"
"Pax5.3",1.64569186057487e-53,1.50934752267796,0.345,0,2.7573567123932e-49,"B Cells","Pax5"
"BE692007.9",1.58112711543938e-51,2.13196799664648,0.571,0.039,2.64917848191868e-47,"B Cells","BE692007"
"Cd74.10",1.77112390691354e-51,2.36630277966633,0.976,0.386,2.96751810603363e-47,"B Cells","Cd74"
"Fcer2a.2",7.35707502213199e-51,1.758909456465,0.345,0,1.23267791995821e-46,"B Cells","Fcer2a"
"Alox5ap.9",1.50573317011468e-50,-3.08834449425502,0.036,0.792,2.52285592652714e-46,"B Cells","Alox5ap"
"Siglecg.5",2.86222814620256e-50,1.70019213460407,0.464,0.026,4.79566325896238e-46,"B Cells","Siglecg"
"Ctsb.10",3.56206385547802e-50,-3.42269198381725,0.19,0.877,5.96823798985342e-46,"B Cells","Ctsb"
"Ltb.10",3.3699920879808e-48,2.38119462342001,0.869,0.19,5.64642174341182e-44,"B Cells","Ltb"
"Scd1.5",1.22706057767356e-47,1.53424770457944,0.357,0.003,2.05593999789204e-43,"B Cells","Scd1"
"Spib.8",1.78882536572919e-45,1.59291486329377,0.393,0.01,2.99717690027926e-41,"B Cells","Spib"
"H2-Aa.10",5.94257184756953e-45,2.04286874086345,0.917,0.225,9.95677913060275e-41,"B Cells","H2-Aa"
"Rpl8.10",8.37735505923396e-45,1.34866256957269,1,0.93,1.40362584017465e-40,"B Cells","Rpl8"
"Rps20.9",1.46266598695892e-43,1.53071139843309,1,0.908,2.45069686114967e-39,"B Cells","Rps20"
"H2-Eb1.10",5.01349469891219e-43,1.80399325772401,0.893,0.197,8.40011036802737e-39,"B Cells","H2-Eb1"
"Rps19.10",1.25715836007674e-41,1.3899123696827,1,0.925,2.10636883230857e-37,"B Cells","Rps19"
"Cd68.10",7.07046393476813e-41,-2.49471819041377,0.036,0.729,1.1846562322704e-36,"B Cells","Cd68"
"Mpeg1.10",1.95708800962438e-40,-2.60480915399247,0.036,0.721,3.27910096012564e-36,"B Cells","Mpeg1"
"Ptma.10",3.24122727431784e-40,1.48641067694257,1,0.847,5.43067629811955e-36,"B Cells","Ptma"
"Rpl12.10",4.20464851975447e-40,1.45844962211612,1,0.855,7.04488859484861e-36,"B Cells","Rpl12"
"Cd300c2.10",4.34188055263072e-40,-2.47364602790466,0.036,0.723,7.27482086593277e-36,"B Cells","Cd300c2"
"Dnajc7.8",6.1298798018899e-40,1.92674976752008,0.524,0.326,1.02706136080665e-35,"B Cells","Dnajc7"
"H2-Ab1.10",4.29477674764916e-39,1.73490074473516,0.917,0.287,7.19589844068616e-35,"B Cells","H2-Ab1"
"Cd9.10",1.20420930316975e-38,-3.33886711707979,0.024,0.695,2.01765268746092e-34,"B Cells","Cd9"
"Rps24.9",1.82240944386302e-38,1.44367966957082,1,0.938,3.05344702319249e-34,"B Cells","Rps24"
"Fcgr3.9",8.51425578047468e-38,-2.564898410332,0.024,0.687,1.42656355601853e-33,"B Cells","Fcgr3"
"Rps13.10",2.81928422531241e-37,1.1915226500803,1,0.957,4.72371071951094e-33,"B Cells","Rps13"
"Psap.10",3.13419725627727e-37,-2.94241918571877,0.262,0.839,5.25134750289257e-33,"B Cells","Psap"
"Csf1r.10",4.40787652737725e-37,-3.29125640325134,0.024,0.679,7.38539712162058e-33,"B Cells","Csf1r"
"Basp1.9",1.54472969277756e-36,-2.87111902496855,0.036,0.69,2.5881946002488e-32,"B Cells","Basp1"
"Cebpb.9",2.3584166439366e-36,-3.24161454005581,0.119,0.767,3.95152708691578e-32,"B Cells","Cebpb"
"Ftl1.10",5.96070418418151e-36,-3.11433419408484,0.905,0.991,9.98715986059612e-32,"B Cells","Ftl1"
"Pafah1b3.6",9.0190422786194e-36,1.58968962765169,0.369,0.158,1.51114053378268e-31,"B Cells","Pafah1b3"
