"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ccl6.11",8.94204197781912e-61,4.87888758755984,0.889,0.381,1.49823913338359e-56,"Basophils","Ccl6"
"Ms4a2",2.6335278637001e-42,3.1433654655349,0.889,0,4.41247593562951e-38,"Basophils","Ms4a2"
"Cyp11a1",3.42304066693291e-42,3.4646866548261,0.889,0,5.7353046374461e-38,"Basophils","Cyp11a1"
"Gata2",4.26768898561802e-39,3.55480783508598,0.833,0.001,7.150512895403e-35,"Basophils","Gata2"
"Cd200r3",1.53593021513911e-38,3.1419078469459,0.833,0.001,2.57345107546558e-34,"Basophils","Cd200r3"
"Fcer1a",5.90430787245288e-38,2.98132737280012,0.833,0,9.89266784029481e-34,"Basophils","Fcer1a"
"Cpa3",5.55109184841468e-35,3.37597864560166,0.722,0,9.3008543920188e-31,"Basophils","Cpa3"
"Csrp3",5.11348368168858e-27,2.85773298325472,0.611,0,8.56764190866922e-23,"Basophils","Csrp3"
"Ccl9.11",1.33531072865484e-25,3.01531949336002,0.944,0.302,2.23731312586118e-21,"Basophils","Ccl9"
"Cdh1.5",5.38905355845389e-25,2.19633017737672,0.611,0.01,9.02935923718949e-21,"Basophils","Cdh1"
"Mpc2.8",7.46978919178473e-24,2.07461126945812,0.944,0.487,1.25156317908353e-19,"Basophils","Mpc2"
"Mcpt8",1.39331435346335e-23,2.91100247960398,0.556,0.001,2.33449819922784e-19,"Basophils","Mcpt8"
"Hdc.12",6.4825524605695e-23,3.95373194629941,0.889,0.093,1.08615166476842e-18,"Basophils","Hdc"
"Il4",1.11630554577187e-21,1.68166822772983,0.5,0,1.87036994194077e-17,"Basophils","Il4"
"Hgf.4",2.29015293153726e-21,2.57901613741937,0.556,0.026,3.83715123679068e-17,"Basophils","Hgf"
"Rgs1.10",4.52601971768757e-21,3.30431672717318,0.778,0.209,7.58334603698552e-17,"Basophils","Rgs1"
"Nedd4.8",4.65369487722802e-21,2.41613842617357,0.667,0.017,7.79726576679554e-17,"Basophils","Nedd4"
"Plp2.8",2.16240760632217e-20,2.52621996776234,0.833,0.178,3.6231139443928e-16,"Basophils","Plp2"
"Sytl3.9",3.4342900837075e-19,1.77823523290177,0.667,0.015,5.75415303525192e-15,"Basophils","Sytl3"
"Lilr4b.10",4.5787620942669e-19,2.70374890343798,0.833,0.295,7.67171588894418e-15,"Basophils","Lilr4b"
"Tmem71.9",6.59787166009888e-19,2.3660052890819,0.778,0.079,1.10547339664957e-14,"Basophils","Tmem71"
"Igfbp7",2.99546087447917e-18,1.91403814793197,0.5,0.002,5.01889469518986e-14,"Basophils","Igfbp7"
"Atp11b.10",3.22783552524265e-18,2.16815348248959,0.889,0.23,5.40823842254406e-14,"Basophils","Atp11b"
"Tbc1d4.8",2.34603099012202e-17,2.43526912123064,0.778,0.043,3.93077492394944e-13,"Basophils","Tbc1d4"
"Itga2b",2.12077698574635e-16,1.32605675214806,0.444,0.002,3.55336183961801e-12,"Basophils","Itga2b"
"2410006H16Rik.11",3.28924439458905e-16,2.02112161436314,1,0.607,5.51112898313395e-12,"Basophils","2410006H16Rik"
"Cd7.12",1.40752130977955e-15,2.65207850398472,0.722,0.057,2.35830195453564e-11,"Basophils","Cd7"
