"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Isg15.9",2.29664807698743e-88,3.46308748999567,1,0.342,3.84803385299244e-84,"Granulocytes 3","Isg15"
"Rsad2.10",5.02501154518604e-88,4.25183325980976,0.932,0.116,8.41940684395922e-84,"Granulocytes 3","Rsad2"
"Ifit1.9",1.04265554166645e-85,3.94800676334786,0.838,0.11,1.74696936006213e-81,"Granulocytes 3","Ifit1"
"Isg20.8",2.02077855728384e-76,3.00584545166061,0.865,0.202,3.38581447272908e-72,"Granulocytes 3","Isg20"
"Trim30a.8",2.17626699826818e-72,2.26226810491978,0.946,0.402,3.64633535559834e-68,"Granulocytes 3","Trim30a"
"Gbp2.7",3.77428648238013e-72,3.5005480445508,0.851,0.151,6.32381700122791e-68,"Granulocytes 3","Gbp2"
"Rtp4.10",6.90330984543997e-70,2.51339172327967,0.865,0.284,1.15664956460347e-65,"Granulocytes 3","Rtp4"
"Parp14.8",1.34605146934444e-69,2.4818429544188,0.865,0.33,2.25530923688661e-65,"Granulocytes 3","Parp14"
"Oasl2.11",2.90070575632878e-67,2.66904652898548,0.905,0.226,4.86013249472887e-63,"Granulocytes 3","Oasl2"
"Slfn1.10",1.46841112830236e-64,2.89819607403959,0.919,0.279,2.4603228454706e-60,"Granulocytes 3","Slfn1"
"Gm13822.9",7.95542049392062e-61,2.67059511653474,0.662,0.042,1.3329307037564e-56,"Granulocytes 3","Gm13822"
"Slfn4.10",6.54579521555345e-59,3.04268179450492,0.797,0.101,1.09674798836598e-54,"Granulocytes 3","Slfn4"
"Ifi47.10",3.1094412175527e-58,2.59570481950113,0.757,0.179,5.20986876000956e-54,"Granulocytes 3","Ifi47"
"Ddx60.4",8.86244892500208e-58,2.37279413498376,0.581,0.079,1.4849033173841e-53,"Granulocytes 3","Ddx60"
"Ifit3.7",2.10345389093366e-53,3.12023553801381,0.73,0.126,3.52433699425935e-49,"Granulocytes 3","Ifit3"
"Herc6.8",2.65257134227667e-53,2.25526759609824,0.689,0.131,4.44438328398456e-49,"Granulocytes 3","Herc6"
"Slfn5.11",5.39637936221165e-52,2.58524305015334,0.865,0.291,9.04163362138563e-48,"Granulocytes 3","Slfn5"
"Xaf1.7",1.84590772019705e-50,2.24068259652706,0.635,0.266,3.09281838519015e-46,"Granulocytes 3","Xaf1"
"Gbp5.5",6.78634577472426e-50,2.9044349156002,0.568,0.095,1.13705223455505e-45,"Granulocytes 3","Gbp5"
"Irgm1.7",1.21767055818837e-49,2.06730740416086,0.716,0.224,2.04020702024462e-45,"Granulocytes 3","Irgm1"
"Oas3.8",1.7921145427065e-49,2.09121219875774,0.568,0.114,3.00268791630475e-45,"Granulocytes 3","Oas3"
"Ifit3b.6",7.22463109470906e-49,2.48110869447658,0.568,0.046,1.2104869399185e-44,"Granulocytes 3","Ifit3b"
"Usp18.8",2.14037312490286e-48,2.29689578995957,0.595,0.126,3.58619517077475e-44,"Granulocytes 3","Usp18"
"Il18bp.9",8.05947876041295e-43,2.207406353234,0.514,0.075,1.35036566630719e-38,"Granulocytes 3","Il18bp"
"Ifi204.10",2.64597404480694e-42,2.17877232160606,0.811,0.317,4.43332951207403e-38,"Granulocytes 3","Ifi204"
"Gbp7.8",3.08665515908257e-42,2.01256920190876,0.757,0.203,5.17169071904284e-38,"Granulocytes 3","Gbp7"
"Igtp.9",3.80848465674842e-42,1.89120882484534,0.622,0.159,6.38111604238198e-38,"Granulocytes 3","Igtp"
"Oasl1.7",2.35906836192079e-41,2.2735716597054,0.568,0.073,3.95261904039828e-37,"Granulocytes 3","Oasl1"
"Slfn2.8",4.21838021160418e-41,1.81845704230145,0.919,0.64,7.0678960445428e-37,"Granulocytes 3","Slfn2"
"Rps29.10",5.07671809454451e-41,-1.50579377925819,0.959,0.991,8.50604116740933e-37,"Granulocytes 3","Rps29"
"Zbp1.10",6.01746549795527e-41,2.21764571707878,0.703,0.315,1.0082263441824e-36,"Granulocytes 3","Zbp1"
"Trim30c.6",1.86275784494867e-39,2.24595411903207,0.392,0.031,3.1210507692115e-35,"Granulocytes 3","Trim30c"
"Rplp1.10",4.00744124351435e-39,-1.94397084283305,0.797,0.965,6.7144678035083e-35,"Granulocytes 3","Rplp1"
"Msrb1.11",2.25079590083313e-38,2.03595575848987,0.973,0.548,3.77120853184592e-34,"Granulocytes 3","Msrb1"
"Psmb8.8",5.68050374318214e-38,1.59639412118002,0.932,0.721,9.51768402170168e-34,"Granulocytes 3","Psmb8"
"Chmp4b.9",2.2606064508423e-36,1.45879884811908,0.878,0.663,3.78764610838628e-32,"Granulocytes 3","Chmp4b"
"Trim30b.10",8.62466147682184e-36,2.05005354837748,0.635,0.127,1.4450620304415e-31,"Granulocytes 3","Trim30b"
"Ifit2.9",1.13554532039054e-35,2.66764402628445,0.554,0.101,1.90260618431434e-31,"Granulocytes 3","Ifit2"
"Rpl10a.10",1.14890580244846e-35,-2.73861462352933,0.27,0.842,1.92499167200239e-31,"Granulocytes 3","Rpl10a"
