"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cd74.6",0,3.81003533444787,0.989,0.341,0,"Mono/Mac/DC","Cd74"
"H2-Aa.6",1.04975705432486e-297,3.99005232901325,0.936,0.172,1.7588679445213e-293,"Mono/Mac/DC","H2-Aa"
"H2-Eb1.6",9.71866596674227e-291,4.11384921274994,0.912,0.144,1.62836248272767e-286,"Mono/Mac/DC","H2-Eb1"
"H2-Ab1.6",1.31688657011851e-284,3.84673121885422,0.928,0.24,2.20644344823356e-280,"Mono/Mac/DC","H2-Ab1"
"H2-DMb1.6",1.22391643583005e-219,2.08620508503901,0.861,0.252,2.05067198823326e-215,"Mono/Mac/DC","H2-DMb1"
"Crip1.6",7.50118042613683e-181,2.57572824779323,0.965,0.348,1.25682278039923e-176,"Mono/Mac/DC","Crip1"
"Ctsd.6",9.83172143910409e-154,-3.39133818931488,0.507,0.889,1.64730492712189e-149,"Mono/Mac/DC","Ctsd"
"Avpi1.6",5.17943963008239e-151,1.16599236472806,0.597,0.051,8.67815110020304e-147,"Mono/Mac/DC","Avpi1"
"Ciita.6",1.07183609864488e-149,1.171163049119,0.573,0.043,1.7958613832795e-145,"Mono/Mac/DC","Ciita"
"Napsa.5",4.67002605292714e-146,1.73285384617744,0.853,0.229,7.82462865167942e-142,"Mono/Mac/DC","Napsa"
"Klrd1.6",6.51850178382744e-142,2.01659817868645,0.592,0.056,1.09217497388029e-137,"Mono/Mac/DC","Klrd1"
"Syngr2.6",1.15312891980503e-137,1.56342436458711,0.88,0.354,1.93206750513332e-133,"Mono/Mac/DC","Syngr2"
"S100a4.6",1.4937461715039e-136,2.21610329298825,0.869,0.261,2.50277171035478e-132,"Mono/Mac/DC","S100a4"
"H2-DMa.6",2.17840918065053e-130,1.47130780225217,0.92,0.438,3.64992458217996e-126,"Mono/Mac/DC","H2-DMa"
"Ctsb.6",1.67892468744584e-129,-1.91027083114402,0.789,0.871,2.8130383138155e-125,"Mono/Mac/DC","Ctsb"
"Flt3.6",5.73008565657795e-127,0.841098922691087,0.365,0.007,9.60075851759635e-123,"Mono/Mac/DC","Flt3"
"Ifi30.6",1.70955045692193e-126,1.4754976374985,0.984,0.649,2.86435179057269e-122,"Mono/Mac/DC","Ifi30"
