"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"S100a8.3",1.17691723341795e-317,3.91291351688417,0.947,0.241,1.97192482459178e-313,"Granulocytes 1","S100a8"
"S100a9.3",1.28295994710329e-291,4.29546789238694,0.853,0.189,2.14959939137156e-287,"Granulocytes 1","S100a9"
"Cxcr2.3",2.40116787809085e-288,3.10875145440264,0.7,0.031,4.02315677974121e-284,"Granulocytes 1","Cxcr2"
"Mmp9.3",3.93883846017743e-286,3.18879330886091,0.716,0.04,6.59952384002729e-282,"Granulocytes 1","Mmp9"
"Csf3r.3",2.06277140151165e-264,2.48848038785785,0.802,0.311,3.45617348323278e-260,"Granulocytes 1","Csf3r"
"Eef1a1.3",9.01170879238643e-263,-1.65951831387655,0.786,0.973,1.50991180816435e-258,"Granulocytes 1","Eef1a1"
"Rps4x.3",5.92341986810809e-256,-2.43712939426784,0.478,0.898,9.92468998901511e-252,"Granulocytes 1","Rps4x"
"Rps20.3",1.14211046896946e-244,-2.13729939001993,0.62,0.947,1.91360609075833e-240,"Granulocytes 1","Rps20"
"Lrg1.3",6.10313981294596e-243,3.39066195890026,0.643,0.09,1.0225810756591e-238,"Granulocytes 1","Lrg1"
"Igfbp6.3",1.55206047636014e-242,2.9191860896653,0.647,0.178,2.60047732814142e-238,"Granulocytes 1","Igfbp6"
"Rpl10a.3",2.70710587369619e-228,-2.44464934112576,0.371,0.891,4.53575589137797e-224,"Granulocytes 1","Rpl10a"
"Rps24.3",2.24714656387833e-227,-2.01850205212384,0.853,0.951,3.76509406777814e-223,"Granulocytes 1","Rps24"
"Map1lc3b.3",5.98645821887851e-227,1.68697657619207,0.939,0.69,1.00303107457309e-222,"Granulocytes 1","Map1lc3b"
"Rpl3.3",1.88182097411921e-220,-2.49305974336102,0.308,0.882,3.15299104213673e-216,"Granulocytes 1","Rpl3"
"Rpl13.3",3.59472293974732e-214,-1.70120967670581,0.841,0.962,6.02295828554664e-210,"Granulocytes 1","Rpl13"
"Pglyrp1.3",1.20179392549444e-195,2.74570636479511,0.606,0.079,2.01360572216593e-191,"Granulocytes 1","Pglyrp1"
"Rpl32.3",2.66869726786665e-195,-1.69282635666913,0.784,0.955,4.47140227231057e-191,"Granulocytes 1","Rpl32"
"Msrb1.3",1.73903090283602e-194,1.91249597320351,0.949,0.505,2.91374627770174e-190,"Granulocytes 1","Msrb1"
"Rpl6.3",1.40876003704807e-190,-1.57077346510902,0.688,0.941,2.36037744207403e-186,"Granulocytes 1","Rpl6"
"Rps18.3",4.39810713017846e-187,-1.95108301133747,0.639,0.927,7.36902849661401e-183,"Granulocytes 1","Rps18"
"Rpl15.3",5.62291670807309e-184,-1.65850077482794,0.616,0.912,9.42119694437647e-180,"Granulocytes 1","Rpl15"
"Cdk2ap2.3",6.30320013170428e-184,2.1463511718208,0.722,0.503,1.05610118206705e-179,"Granulocytes 1","Cdk2ap2"
"Rpl19.3",2.1388903992144e-180,-1.48631112629715,0.855,0.964,3.58371086388373e-176,"Granulocytes 1","Rpl19"
"Rplp1.3",7.14725154317242e-177,-1.4054494133011,0.902,0.969,1.19752199605854e-172,"Granulocytes 1","Rplp1"
"Rpl10.3",9.25162949412752e-176,-1.41743248290496,0.82,0.956,1.55011052174107e-171,"Granulocytes 1","Rpl10"
"Sorl1.3",1.69142708877542e-174,1.79946564650774,0.678,0.266,2.83398608724322e-170,"Granulocytes 1","Sorl1"
"S100a11.3",2.03294277166862e-173,2.30842115753085,0.939,0.564,3.40619561393078e-169,"Granulocytes 1","S100a11"
"Ctss.3",3.21555816462043e-173,-2.88379017329134,0.551,0.874,5.38766770482153e-169,"Granulocytes 1","Ctss"
"Rpl11.3",4.11110035159736e-172,-1.36793797571699,0.806,0.947,6.88814863910138e-168,"Granulocytes 1","Rpl11"
"Pilra.3",2.17977847223311e-169,1.84310293998261,0.696,0.247,3.65221883022657e-165,"Granulocytes 1","Pilra"
"Rpl26.3",1.86802338672538e-166,-1.23927272219764,0.863,0.964,3.12987318445837e-162,"Granulocytes 1","Rpl26"
"Rps29.3",1.12176753610514e-165,-1.18676143095033,0.973,0.992,1.87952150674416e-161,"Granulocytes 1","Rps29"
"Cebpd.3",2.06907319467204e-165,1.72872827443209,0.665,0.375,3.46673213767301e-161,"Granulocytes 1","Cebpd"
"Rps11.3",1.58777585463742e-164,-1.40004227847732,0.876,0.964,2.660318444445e-160,"Granulocytes 1","Rps11"
"Rps8.3",2.27652361155803e-164,-1.26981930536846,0.857,0.96,3.81431531116548e-160,"Granulocytes 1","Rps8"
"Rpl21.3",1.16753956661112e-162,-1.34685178928888,0.818,0.953,1.95621254385694e-158,"Granulocytes 1","Rpl21"
"Ly86.3",1.60438318687892e-162,-3.17428757971306,0.088,0.701,2.68814402961563e-158,"Granulocytes 1","Ly86"
"Rpl28.3",1.74195731291209e-162,-1.44070894304471,0.827,0.959,2.91864947778421e-158,"Granulocytes 1","Rpl28"
"Rpsa.3",5.72065598488668e-161,-1.96248416080954,0.6,0.917,9.58495910267763e-157,"Granulocytes 1","Rpsa"
"Rps15a.3",6.93133944166781e-161,-1.61908091165719,0.788,0.958,1.16134592345144e-156,"Granulocytes 1","Rps15a"
"Rpl23.3",6.43082352175426e-158,-1.18027999831222,0.935,0.982,1.07748448106993e-153,"Granulocytes 1","Rpl23"
"Rps23.3",6.13391858630314e-157,-1.28977492288591,0.914,0.96,1.02773805913509e-152,"Granulocytes 1","Rps23"
"Rps28.3",8.44709267426563e-157,-1.22887356671203,0.827,0.975,1.41531037757321e-152,"Granulocytes 1","Rps28"
"Hdc.3",7.51945650987723e-156,2.0880248240677,0.516,0.043,1.25988493822993e-151,"Granulocytes 1","Hdc"
"Rps5.3",7.7370993493263e-155,-1.62179763404908,0.761,0.943,1.29635099597962e-150,"Granulocytes 1","Rps5"
"Hist1h2bc.3",1.29037745272951e-154,2.06581635440597,0.69,0.259,2.1620274220483e-150,"Granulocytes 1","Hist1h2bc"
"Rpl13a.3",2.84166177179377e-153,-1.41464972633478,0.724,0.943,4.76120429864046e-149,"Granulocytes 1","Rpl13a"
"Junb.3",2.92530623686726e-152,1.69327034629123,0.904,0.743,4.9013505998711e-148,"Granulocytes 1","Junb"
"Rps12.3",3.25851582437246e-152,-1.16576801132802,0.894,0.972,5.45964326373606e-148,"Granulocytes 1","Rps12"
"Rps7.3",4.21330443462242e-150,-1.56000032267687,0.808,0.946,7.05939158020987e-146,"Granulocytes 1","Rps7"
"Rpl7a.3",7.38933234368263e-149,-1.57676234654842,0.484,0.89,1.23808263418402e-144,"Granulocytes 1","Rpl7a"
"Rplp0.3",1.30225817398349e-148,-1.57071694880526,0.773,0.948,2.18193357050934e-144,"Granulocytes 1","Rplp0"
"Gsr.3",4.08909127976704e-146,1.6746706766002,0.751,0.299,6.85127243924967e-142,"Granulocytes 1","Gsr"
"Rpl39.3",8.2331056147138e-145,-1.38394899962604,0.888,0.956,1.3794568457453e-140,"Granulocytes 1","Rpl39"
"Rpl27a.3",1.51048070415956e-144,-1.16974644987948,0.931,0.979,2.53081041981935e-140,"Granulocytes 1","Rpl27a"
"Aif1.3",2.80815703286199e-142,-2.54620620685051,0.065,0.634,4.70506710856027e-138,"Granulocytes 1","Aif1"
"2310001H17Rik.3",1.6643552458833e-141,1.82848504684113,0.604,0.186,2.78862721447746e-137,"Granulocytes 1","2310001H17Rik"
"Rpl35.3",1.32969669356839e-140,-1.5082901367745,0.594,0.912,2.22790681007384e-136,"Granulocytes 1","Rpl35"
"Rack1.3",4.19415652120745e-140,-1.56534239050906,0.514,0.896,7.02730925128309e-136,"Granulocytes 1","Rack1"
"Hsp90ab1.3",1.25562656251842e-139,-1.60068100785144,0.3,0.839,2.10380230549961e-135,"Granulocytes 1","Hsp90ab1"
"Ifi30.3",3.29223617756064e-139,-2.50746057431992,0.218,0.737,5.51614171550285e-135,"Granulocytes 1","Ifi30"
"Rac2.3",6.0994556324046e-138,1.27575834246865,0.89,0.686,1.02196379120939e-133,"Granulocytes 1","Rac2"
"Lgmn.3",8.60738683691273e-138,-3.13493135828511,0.155,0.696,1.44216766452473e-133,"Granulocytes 1","Lgmn"
"Rpl24.3",1.67125816599844e-137,-1.20377154060696,0.818,0.961,2.80019305713038e-133,"Granulocytes 1","Rpl24"
"Cd300lf.3",1.02525303085682e-135,1.69324564829097,0.643,0.216,1.7178114532006e-131,"Granulocytes 1","Cd300lf"
"mt-Cytb.3",1.61809277472944e-135,-1.69831061572263,0.596,0.907,2.71111444405918e-131,"Granulocytes 1","mt-Cytb"
"Pygl.3",6.32750274056087e-135,1.5426388133464,0.543,0.154,1.06017308418097e-130,"Granulocytes 1","Pygl"
"Rpl36a.3",8.71606039676466e-135,-1.68688402163776,0.378,0.855,1.46037591947792e-130,"Granulocytes 1","Rpl36a"
"Rpl35a.3",1.4596723647305e-134,-1.00270581144451,0.916,0.984,2.44568104710596e-130,"Granulocytes 1","Rpl35a"
"Retnlg.3",7.62716524225638e-134,3.68187184479551,0.494,0.059,1.27793153634006e-129,"Granulocytes 1","Retnlg"
"Rpl12.3",5.26442965439187e-133,-1.6734268264274,0.49,0.905,8.82055188593358e-129,"Granulocytes 1","Rpl12"
"Nfam1.3",1.20560120898319e-132,1.42977331462957,0.596,0.306,2.01998482565134e-128,"Granulocytes 1","Nfam1"
