"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Sparc.4",5.25422455272686e-238,1.99469915618322,0.994,0.308,8.80345323809386e-234,"Microglia 3","Sparc"
"Ly86.4",1.63844010230234e-225,1.97249409140648,0.998,0.587,2.74520639140757e-221,"Microglia 3","Ly86"
"Cd81.4",5.46676295880801e-222,1.9036256859491,0.996,0.396,9.15956133748282e-218,"Microglia 3","Cd81"
"Olfml3.4",1.09198962689821e-217,1.8215961731348,0.987,0.32,1.82962861986794e-213,"Microglia 3","Olfml3"
"C1qc.4",9.40205267412851e-215,1.98343470627645,1,0.466,1.57531392555023e-210,"Microglia 3","C1qc"
"C1qa.4",8.32388141922201e-211,1.97043609610938,1,0.448,1.39466633179065e-206,"Microglia 3","C1qa"
"Siglech.4",4.66365562951794e-209,1.48149849621952,0.94,0.233,7.81395500725731e-205,"Microglia 3","Siglech"
"Hexb.4",1.92084692809004e-205,1.84853195467358,0.998,0.582,3.21837902801485e-201,"Microglia 3","Hexb"
"C1qb.4",4.79759836712811e-205,1.96868439765796,1,0.513,8.03837606412315e-201,"Microglia 3","C1qb"
"Trem2.4",3.6964109579703e-203,1.72342953035878,1,0.507,6.19333656007924e-199,"Microglia 3","Trem2"
"Ctsl.4",6.47990667002411e-198,1.74570189146759,0.996,0.602,1.08570836256254e-193,"Microglia 3","Ctsl"
"Gpr34.4",9.84177692870458e-197,1.40145035278119,0.957,0.272,1.64898972440445e-192,"Microglia 3","Gpr34"
"Cx3cr1.4",3.360724916903e-191,1.50829582348547,1,0.474,5.63089459827097e-187,"Microglia 3","Cx3cr1"
"Cst3.4",5.8307711613284e-191,1.74286143519367,0.998,0.912,9.76945708080574e-187,"Microglia 3","Cst3"
"Itm2b.4",8.02542228984736e-190,1.42605031915899,0.998,0.937,1.34465950466393e-185,"Microglia 3","Itm2b"
"Lgmn.4",4.07594317297813e-189,1.62298067919066,1,0.59,6.82924278632486e-185,"Microglia 3","Lgmn"
"P2ry12.4",6.18165547275162e-183,1.30402737360541,0.951,0.289,1.03573637445953e-178,"Microglia 3","P2ry12"
"Fcrls.4",1.08638218465091e-182,1.7390173721601,0.964,0.334,1.82023335038261e-178,"Microglia 3","Fcrls"
"Csf1r.4",1.16550471825677e-169,1.39498989448718,1,0.626,1.95280315543922e-165,"Microglia 3","Csf1r"
"Tmem119.4",5.78057229978563e-167,1.33067140719336,0.93,0.292,9.68534888829082e-163,"Microglia 3","Tmem119"
"Ltc4s.4",3.64295743967574e-165,1.5524284278522,0.913,0.282,6.10377519017669e-161,"Microglia 3","Ltc4s"
"Ctss.4",6.7630415908908e-164,1.50808536907341,1,0.818,1.13314761855375e-159,"Microglia 3","Ctss"
"Grn.4",1.34338370203677e-162,1.3961545940492,0.991,0.673,2.25083939276261e-158,"Microglia 3","Grn"
"Selenop.4",7.52100419147033e-160,1.44365334850141,0.97,0.461,1.26014425228085e-155,"Microglia 3","Selenop"
"Hpgds.4",5.14290045343031e-158,1.2340967969466,0.887,0.259,8.61692970972248e-154,"Microglia 3","Hpgds"
"Mef2c.4",5.43718130294305e-155,1.27005639681271,0.951,0.363,9.10999727308108e-151,"Microglia 3","Mef2c"
"Lair1.4",4.24480477610369e-154,1.33519646637535,0.93,0.342,7.11217040236173e-150,"Microglia 3","Lair1"
"Abhd12.4",1.25696452124091e-153,1.346377288436,0.93,0.365,2.10604405533914e-149,"Microglia 3","Abhd12"
"S100a11.4",2.11826071878369e-152,-3.79885419839933,0.115,0.666,3.54914583432207e-148,"Microglia 3","S100a11"
"Tanc2.4",1.66039074553115e-151,0.985476862265827,0.738,0.165,2.78198469413744e-147,"Microglia 3","Tanc2"
"Ldhb.4",1.08659932560989e-148,1.36327043227848,0.876,0.274,1.82059717005937e-144,"Microglia 3","Ldhb"
"S100a6.4",1.34352444755628e-146,-4.01161898016216,0.034,0.593,2.25107521188055e-142,"Microglia 3","S100a6"
"Plxdc2.4",2.54141404416809e-146,1.0236117129276,0.785,0.199,4.25813923100363e-142,"Microglia 3","Plxdc2"
"Ckb.4",3.10954342837767e-145,1.28836673177018,0.945,0.372,5.21004001424679e-141,"Microglia 3","Ckb"
"Bin1.4",3.0702462443501e-144,1.28012540304793,0.932,0.379,5.1441975824086e-140,"Microglia 3","Bin1"
