"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Saa3",0.0182966116587147,2.14031173104725,0.216,0.105,1
"Ccl5",0.557874893968729,1.70926367677263,0.012,0.015,1
"Gdf15",0.000276971668856125,1.27799400660149,0.389,0.188,1
"Acp5",0.0457164449698128,1.15584587615848,0.132,0.053,1
"Mt1",0.0203068839997616,1.00809132153541,0.096,0.023,1
"Prdx1",0.00390094606765694,0.967873435313858,0.707,0.594,1
"Ccl4",0.0158499349919032,0.853597634809564,0.743,0.624,1
"Cd300c2",5.55306299547842e-05,0.851586219948703,0.647,0.466,0.766822469045615
"Yae1d1",0.412593179433208,0.837691218474995,0.018,0.008,1
"Atf3",0.00412981650897858,0.790935013902605,0.425,0.301,1
"Orm1",0.00203399977097081,0.736318759003852,0.108,0.015,1
"Rgs1",0.230278753674383,0.732405690137328,0.21,0.135,1
"Uqcrb",0.000217327852767833,0.718879355547523,0.269,0.128,1
"Sipa1l1",0.0116215497186023,0.718095029869635,0.156,0.098,1
"Xist",0.0488291363792402,0.707580000750004,0.293,0.173,1
"Gngt2",0.00851650716721357,0.703908275180243,0.204,0.083,1
"Itpr2",0.0282184320253112,0.684599636420474,0.617,0.481,1
"D730003I15Rik",0.000918856175996355,0.66778423240303,0.228,0.083,1
"Naip2",0.00079669190133166,0.66140159919362,0.198,0.06,1
"Serf1",0.181124017915689,0.653371315157907,0.419,0.331,1
"Creg1",6.34266727847705e-07,0.649855359724459,0.922,0.902,0.00875858924484896
"Gde1",0.00518250689132547,0.640234260514787,0.545,0.436,1
"Psap",0.00331590816417695,0.624521993691536,0.91,0.85,1
"6530402F18Rik",0.0296450898590179,0.621620516315209,0.192,0.128,1
"Cox6c",0.0167115415511172,0.601480859841151,0.419,0.316,1
"Aoah",0.0425684677286302,0.596588761953049,0.329,0.218,1
"Hmox1",0.000469039793040737,0.589910198708481,0.778,0.632,1
"Malt1",0.0282399091623381,0.587703021705824,0.383,0.256,1
"Cpd",0.00114363307528123,0.587121035558121,0.269,0.195,1
"Cxcl1",0.119213504837915,0.58647498091063,0.054,0.038,1
"Atp6v1e1",5.35038521526169e-06,0.5746739538327,0.838,0.835,0.0738834694375487
"Anxa5",0.0401076371688322,0.550533665884572,0.293,0.18,1
"Ltf",0.0678513570691331,0.548377004057618,0.144,0.083,1
"mt-Atp6",0.0853759411038401,0.547783994235331,0.401,0.338,1
"Abcc5",0.0637440399328471,0.547734148203215,0.228,0.128,1
"Gstm1",0.0788285564321732,0.546687567685113,0.251,0.15,1
"Fcer1g",0.000398009301513031,0.543963385830413,0.994,0.992,1
"H2-T22",0.0442497131591751,0.537751198875458,0.186,0.128,1
"Mrpl52",0.0186401707485109,0.53654742016402,0.545,0.451,1
"mt-Co2",0.0137661873297547,0.532674528892759,0.497,0.406,1
"Nisch",0.108148822817391,0.52348899182228,0.485,0.376,1
"Csf2ra",0.00369132744316593,0.521080969989032,0.281,0.233,1
"Stxbp5",0.028322301793103,0.518135886048788,0.269,0.15,1
"Gpnmb",0.339419441164905,0.516709211016683,0.126,0.075,1
"Atg3",0.0292498834217915,0.516371860570502,0.287,0.173,1
"Csta2",0.726020348604002,0.516058182831559,0.054,0.06,1
"Myo5a",0.0563337357751021,0.5141667295906,0.156,0.09,1
"Tnf",0.0813219779708609,0.510198661390759,0.521,0.451,1
"Ikbke",0.0464342861508535,0.507440848919976,0.407,0.316,1
"Slc6a6",0.0303294183695883,0.502385090661121,0.473,0.338,1
"Cipc",0.0560947593795101,0.500605484125283,0.132,0.06,1
"AI413582",0.0110369989452858,0.499691169561888,0.545,0.429,1
"Gm31814",0.0288292064614825,0.497199384560281,0.228,0.113,1
"Atp6v1f",0.00506310580742425,0.492799946829254,0.719,0.669,1
"Cd68",8.85475360566872e-05,0.491471107667684,0.874,0.737,1
"Cxcl2",0.270322409973125,0.491167276485811,0.904,0.932,1
"Tns3",0.046231057544723,0.490855588715805,0.198,0.128,1
"Irak2",0.00890963605620095,0.48785583032989,0.497,0.361,1
"Sdhb",0.0115130553553463,0.486104476246661,0.216,0.113,1
"Rnf213",0.0331553355036702,0.474955328466115,0.132,0.06,1
"Cklf",0.0174962511391496,0.47211211456373,0.419,0.286,1
"Ndufs5",0.0250089696299698,0.471587989232129,0.293,0.188,1
"mt-Nd2",0.0629466976974108,0.471193276133949,0.174,0.105,1
"Cdk11b",0.0558427897296431,0.470191709222942,0.21,0.143,1
"Furin",0.0430626996011089,0.466151624115412,0.413,0.293,1
"Ascc3",0.0843676300560338,0.462088292467036,0.228,0.143,1
"Rgs10",0.0129992138701075,0.457661571330819,0.186,0.075,1
"Hvcn1",0.0582509593391354,0.453803002620678,0.246,0.165,1
"Sod2",0.00511018840932317,0.452603313011722,0.85,0.767,1
"mt-Nd4",0.0364211199975654,0.449594537076526,0.347,0.218,1
"Setd5",0.00915650853474859,0.447145111385335,0.24,0.188,1
"Fundc2",0.0265120834035215,0.446589747754902,0.293,0.165,1
