"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Saa3",0.0029155316777818,1.7395001991941,0.264,0.132,1
"Prok2",0.00119710302138648,0.987933235571937,0.395,0.269,1
"Mmp8",0.00203747415416866,0.788497632249357,0.386,0.239,1
"Serf1",0.00113465641593484,0.731794944672275,0.477,0.315,1
"Plgrkt",1.75553928597285e-06,0.722660336991258,0.682,0.452,0.0242422419999991
"Gadd45b",4.4487260988051e-08,0.719053935609738,0.918,0.787,0.000614324586983996
"Retnlg",0.00101945770526343,0.673611087612117,0.723,0.579,1
"Ccl4",0.0148237021452867,0.663728948625802,0.7,0.609,1
"mt-Atp6",6.92251378604425e-07,0.626269708635555,0.745,0.528,0.0095592992871485
"mt-Co3",1.0607191658993e-06,0.588041753465747,0.809,0.599,0.0146474709619035
"Abcc5",0.00168220334572388,0.577754289399847,0.15,0.051,1
"Arg2",0.000333777191240811,0.575189025779341,0.564,0.386,1
"Itpr2",0.0357760119939936,0.56974597011465,0.209,0.127,1
"Lcn2",1.26238716049616e-05,0.547617242318216,0.986,0.985,0.174323042992915
"Plet1",0.0212756029976723,0.547185487244683,0.068,0.056,1
"Xist",0.015523627132196,0.52956353258796,0.245,0.193,1
"Hmox1",0.000278784050075227,0.528955303595242,0.855,0.782,1
"Stfa3",0.0478130685422904,0.523215003963697,0.236,0.142,1
"Obp1a",0.631016000740274,0.520734819054492,0.009,0.005,1
"Cstb",1.00691000172195e-08,0.5159727834888,0.991,0.929,0.000139044202137783
"Atp6v1e1",7.41796752121935e-05,0.512187228180761,0.882,0.797,1
"Batf",0.000340356429815361,0.510943035869992,0.205,0.086,1
"Fcer1g",1.79246829098173e-08,0.506885690929106,0.991,1,0.000247521946301667
"Hspa1b",0.548197764079468,0.505171527485097,0.027,0.015,1
"Prdx1",0.0543765138460648,0.501280579865644,0.3,0.198,1
"Bri3",1.57229439634467e-05,0.498367965877748,0.914,0.898,0.217118133191235
"Bdp1",0.0104720944609342,0.494095734698687,0.245,0.137,1
"Hilpda",0.000117345297271517,0.493642776461542,0.936,0.888,1
