"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Saa3",0.000147673118570244,1.12445457920708,0.251,0.136,1
"Gadd45b",7.32151026002989e-15,1.01704609870137,0.821,0.708,1.01102735180753e-10
"Gdf15",3.89001833835637e-07,0.977699156161767,0.115,0.023,0.00537172632343632
"Ccl4",4.3053966643506e-06,0.972967187121889,0.584,0.467,0.0594532225380175
"Creg1",9.40281073070713e-13,0.876265452770538,0.771,0.625,1.29843413380335e-08
"Prdx1",5.48715747744548e-08,0.823469112967888,0.536,0.402,0.000757721576060447
"Psap",1.61606235473702e-08,0.822756430796957,0.744,0.648,0.000223162050565635
"Itpr2",3.73225527605367e-07,0.813227620185603,0.395,0.239,0.00515387131070251
"Orm1",1.61941401418821e-05,0.81120450740489,0.104,0.028,0.22362488121925
"Fcer1g",2.75522056125244e-26,0.792180798350842,0.995,0.979,3.8046840730335e-22
"Xist",9.83590374422586e-06,0.776807093267532,0.293,0.166,0.135823994804015
"Ccl3",1.00820641722998e-10,0.739704380228527,0.816,0.625,1.39223224155288e-06
"Ccrl2",2.08410457087719e-08,0.738146036762758,0.685,0.52,0.000287794000192431
"Stfa2",0.0752211981946437,0.730226337644143,0.051,0.025,1
"Cstb",2.66434230056663e-14,0.727536179535757,0.965,0.92,3.67919028285245e-10
"Cd63",1.27466855447929e-11,0.713700736497081,0.8,0.664,1.76018980688046e-07
"Prok2",0.00015953789056319,0.697438052592705,0.229,0.122,1
"Cd300c2",1.81555740522654e-07,0.685771052220605,0.488,0.333,0.00250710322087733
"Cd68",6.13811550740645e-09,0.68197549893893,0.571,0.434,8.47612370417757e-05
"Ftl1",1.13578101843911e-15,0.654864997252614,1,0.995,1.56840000836257e-11
"Ccl5",0.153256662981584,0.653904161599936,0.019,0.009,1
"Wfdc17",6.20542580577671e-07,0.641170933890131,0.659,0.501,0.00856907249519705
"Hamp",0.503719889837843,0.634185117990716,0.008,0.005,1
"Acp5",0.00592870540973436,0.633034536250546,0.104,0.046,1
"Gstm1",0.000556125561439942,0.620009132274867,0.115,0.053,1
"Cpne2",1.91693301902763e-08,0.612548323845672,0.325,0.154,0.000264709280597526
"Serf1",0.000374910678229714,0.612486603629511,0.381,0.29,1
"Bcl2a1a",1.53725191121538e-05,0.605210339543636,0.267,0.147,0.212279116419731
"Atf3",7.63534216480858e-07,0.598797882320525,0.216,0.097,0.0105436439953842
