"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Arpc1a",0.127638841795195,1.12166306199022,0.136,0.092,1
"Saa3",9.34967755302059e-08,0.936635411972297,0.314,0.145,0.00129109697329661
"Gdf15",0.0731873827300003,0.908606541421694,0.086,0.052,1
"Prok2",6.09527407078293e-05,0.903189816778982,0.254,0.139,0.841696396434414
"Tmsb10",0.0039997865695189,0.738659483981024,0.377,0.269,1
"Cx3cr1",0.674202114673835,0.723497721359214,0.02,0.017,1
"Ccl4",4.24862195932198e-05,0.643119772654373,0.884,0.853,0.586692206362773
"Cd36",0.405695722112839,0.642689758793109,0.002,0,1
"Id2",0.00039336935380354,0.631228824811632,0.408,0.289,1
"Wfdc17",2.1822956618507e-08,0.600336427989364,0.827,0.763,0.000301353207944963
"Olfr655",0.195054166376872,0.572018151004355,0.004,0,1
"Lcn2",2.92662990225251e-12,0.559541564662849,0.976,0.951,4.0413832320205e-08
"Plgrkt",4.97836287746963e-07,0.548275747719659,0.7,0.543,0.00687462129749782
"Furin",1.17611197495161e-07,0.526338688843803,0.64,0.468,0.00162409302621067
"Serf1",0.000108803223196614,0.509605063611415,0.39,0.249,1
"Fcer1g",1.28156769860865e-13,0.494131711748302,0.971,0.974,1.76971683500868e-09
"Hmgn2",0.000115554555536603,0.481965612920235,0.336,0.208,1
"Rilpl2",4.07540565261976e-06,0.465523052219604,0.511,0.338,0.0562772766570263
"Cdc23",0.332711889025224,0.465486548784098,0.004,0.009,1
"Chil1",0.00209118730030608,0.454364838646824,0.621,0.517,1
"P2rx7",0.359108822740932,0.451269418238601,0.031,0.026,1
"Hp",0.0158153804984627,0.433500333025086,0.515,0.425,1
"Ccl9",0.149947700550887,0.431561759059537,0.149,0.113,1
"Denr",0.0121178923657851,0.422872620896047,0.428,0.332,1
"Esd",9.14809683657844e-05,0.40431950717175,0.792,0.717,1
"Wfdc21",3.35246091224245e-05,0.403177321864929,0.844,0.737,0.46294132737156
"Rnf130",6.70964883995989e-05,0.399064440831449,0.395,0.251,0.926535408310061
"Serpinb2",0.466279972080466,0.393818615151464,0.015,0.012,1
"Gm16754",0.130243937455692,0.390705966876715,0.127,0.171,1
"Batf",0.00156691154476532,0.390073658282367,0.307,0.199,1
"Pwp1",0.00976954680645188,0.381475423461527,0.292,0.199,1
"Ifnar2",0.000694442694820432,0.37837895610244,0.708,0.624,1
"Apoc2",0.00102694586856285,0.377764697719965,0.134,0.058,1
"Ngp",0.448528311516582,0.367504082988985,0.07,0.049,1
"Stfa2",0.680424944825128,0.361163428262214,0.103,0.101,1
"Txn1",1.52250382348403e-05,0.36088118435009,0.875,0.867,0.21024255298491
"Nos2",0.000359425665755958,0.352506372188843,0.671,0.538,1
"Npc2",0.00242906082378438,0.346418787997386,0.537,0.422,1
"Hmox2",0.00535867929494246,0.344222694458516,0.314,0.223,1
"Csf3",0.0144401511929526,0.344081273552076,0.213,0.136,1
"Cldn1",0.00628057937114797,0.339728552395712,0.182,0.104,1
"Gm43936",0.0236898776167209,0.339416667094945,0.015,0.02,1
"Cd63",0.00968212198378338,0.33781219078337,0.618,0.52,1
"Hspa1a",0.707249940400595,0.337581968656757,0.088,0.078,1
"Gadd45b",4.56111163705862e-06,0.333933333513292,0.967,0.908,0.0629843905961424
"Cybb",2.90049236053543e-05,0.330258618995951,0.39,0.24,0.400528990066337
"Il12a",0.00519375246695861,0.328650811769841,0.178,0.098,1
"Mrpl14",0.000749998161259076,0.327460172261653,0.377,0.254,1
"Retnlg",0.0298563115996286,0.327297319805852,0.647,0.558,1
"mt-Atp6",0.000575559197142116,0.322449492744945,0.651,0.517,1
"Cd9",3.15336308121431e-05,0.3212285760313,0.947,0.899,0.435447907884885
"Cstb",0.000372844670031189,0.321044195509806,0.943,0.896,1
"mt-Co1",0.00157116562762782,0.318467584037868,0.752,0.668,1
"Arhgap24",0.00286091238801298,0.317037532891826,0.178,0.098,1
"Fth1",8.76122265233367e-07,0.312850437388635,1,1,0.0120983723606076
"Rnf8",0.0452132505116781,0.312709981536215,0.018,0.046,1
"Bcl2a1a",0.0356460090806697,0.311544423437762,0.3,0.22,1
"Syne1",0.000372813360782673,0.310958134812662,0.382,0.251,1
"Psap",0.0366905288005283,0.305887774807122,0.478,0.387,1
"Rab9",0.0299786896997216,0.304254319787428,0.395,0.309,1
"Rac2",0.000311198186712923,0.303861935235678,0.752,0.691,1
"Pim2",2.3052820010513e-05,0.293794158292842,0.101,0.023,0.318336391525174
"Myl12b",0.00240978695935326,0.293186350431054,0.759,0.72,1
"Gde1",0.00397625449815832,0.291716306226015,0.599,0.497,1
"Cyb5r4",0.000827923938290662,0.291569914266965,0.314,0.197,1
"F10",0.00884706322900206,0.291196042958318,0.739,0.65,1
"mt-Cytb",0.0208598152374801,0.290947870476217,0.461,0.364,1
"Arhgef3",0.124022680577102,0.289362275686418,0.32,0.266,1
"Ppp2ca",0.00971220868871896,0.286189250272258,0.379,0.303,1
"mt-Nd4",0.015095129940808,0.284476990472629,0.408,0.324,1
"Il10",0.104079698666338,0.284128205418091,0.075,0.04,1
"mt-Co2",0.00619900637524059,0.283584937073159,0.713,0.616,1
"Cox7c",0.0412167507015678,0.28147294859963,0.355,0.275,1
"Rpl22l1",0.0722491642105063,0.277246414527366,0.316,0.246,1
"Cfl1",0.00320989189865899,0.276108509603596,0.757,0.708,1
"Lst1",0.0738309072722959,0.27582154135164,0.594,0.555,1
"Pkig",0.00070876225034949,0.273769342945137,0.121,0.046,1
"Tnf",0.000374057191952511,0.272519294476411,0.809,0.725,1
"Hmox1",0.0168445514842821,0.271388574485765,0.785,0.723,1
"Hsd11b1",0.0182792688953763,0.271013382562628,0.469,0.376,1
"Mfsd7a",0.000921384439791825,0.268523663242201,0.213,0.118,1
"Qsox1",0.00675623569695693,0.268169648338955,0.305,0.208,1
"Slc32a1",0.0839617275179352,0.26701098141582,0.279,0.211,1
"Pla2g7",0.000344170822513631,0.26635680243618,0.621,0.48,1
"Sla",0.0024385529319442,0.263918032267617,0.169,0.087,1
"Lmo4",0.0447949744997103,0.263031782208284,0.219,0.15,1
"Ccl3",0.0040634282706167,0.260625704210056,0.989,0.977,1
"Prdx5",0.000280383095807748,0.260236750169636,0.974,0.948,1
"Agtrap",0.00473743695028525,0.260011225052619,0.232,0.142,1
"Ly75",0.000145687740716062,0.257726066434187,0.096,0.026,1
"Itpr1",0.499424205883968,0.257160003471408,0.086,0.078,1
"Pdcd5",0.0364423846124261,0.255919295001871,0.197,0.13,1
"Psd4",0.183973629209216,0.254941520462326,0.254,0.199,1
"Tst",0.000495819609306324,0.253159647259765,0.103,0.035,1
"Pfkfb3",0.0275040170807001,0.251706966705868,0.618,0.526,1
"AA467197",0.0817843321204852,0.248472444534339,0.693,0.656,1
"Lamtor5",0.000754482765359294,0.247188442424457,0.182,0.09,1
"Ccrl2",0.00334271220433531,0.246752410531689,0.961,0.922,1
"Gm46224",0.195080461905025,0.246315606891722,0.173,0.127,1
