pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_INTERFERON_GAMMA_RESPONSE	1.06124113240146e-06	2.49391666114343e-05	0.643551836150722	0.510734639315555	2.10549509379946	102	H2-AA CD74 H2-EB1 CCL7 BST2 LY6E LGALS3BP IFITM3 H2-DMA IRF7 CFB B2M ZBP1 FCGR1 RNF213 CCL2 PSMB9 PARP14 NAMPT IFI30 STAT1 H2-T23 IL10RA ZNFX1 EPSTI1 STAT2 PSME1 NCOA3 TRAFD1 TAPBP OGFR SLAMF7 TAP1 HERC6 IL18BP PSMB10 PSMB8 CIITA UBE2L6 PNPT1 JAK2 ISG15 PARP12 IFIT2 GBP3 RTP4
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.00012292828036384	0.00144440729427512	0.518848077743792	0.563153719526536	2.01843418905892	48	CD74 BST2 LY6E LGALS3BP IFITM3 IRF7 B2M PSMB9 PARP14 IFI30 H2-T23 EPSTI1 STAT2 PSME1 TRAFD1 OGFR PARP9 TAP1 HERC6 PSMB8 UBE2L6 PNPT1 ISG15 PARP12 IFIT2 GBP3 RTP4
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.00593557808617358	0.0332722990519825	0.407017918923954	0.469864935435317	1.71475346290216	52	CALR HSPA5 HSP90B1 EIF4G1 CCL2 EIF4A1 SPCS3 SEC11A HSPA9 EEF2 SDAD1 EDEM1 EIF2S1 DNAJC3 NFYA PDIA6 EXOSC1 NPM1 DNAJB9 SSR1 KIF5B PSAT1 SPCS1 DKC1 EIF4A2 GOSR2 BAG3 EXOSC9 HYOU1 SLC30A5
HALLMARK_PROTEIN_SECRETION	0.00698710385059033	0.0332722990519825	0.407017918923954	0.47570299398462	1.68703009751456	44	CTSC CLTC ABCA1 COPB2 M6PR LMAN1 TMED10 LAMP2 CLN5 GLA RAB14 RAB5A AP3B1 COPB1 CAV2 GOSR2 DST IGF2R USO1 ARF1 GALC
HALLMARK_MTORC1_SIGNALING	0.0070792125642516	0.0332722990519825	0.407017918923954	0.39192868443131	1.591434651438	87	CALR HSPA5 HSP90B1 CTSC UFM1 CANX RPN1 RAB1A NAMPT IFI30 PSMD14 SLC6A6 NUPR1 HSPA4 SDF2L1 M6PR SCD2 SEC11A HSPA9 ACTR2 ATP2A2 EDEM1 GOT1 ACTR3 GLA EPRS TPI1 CYB5B PRDX1 PSMA4 GPI1 LGMN CACYBP SSR1 PSAT1
HALLMARK_COAGULATION	0.0266557491132304	0.0963707852555253	0.352487857583619	0.434263314152928	1.53145189355295	43	PF4 APOC2 CTSB CFB MMP14 LRP1 DUSP6 LAMP2 FN1 CTSH ADAM9 PLAU
HALLMARK_ANGIOGENESIS	0.0680933852140078	0.188258182650492	0.241339976815091	0.603281430745081	1.49613345420334	11	PF4 SPP1 APP
HALLMARK_ALLOGRAFT_REJECTION	0.0469924812030075	0.147243107769424	0.287857117255149	0.349954681954132	1.40556466608276	84	PF4 H2-AA CD74 CCL7 H2-DMB1 CCR2 H2-DMA IRF7 B2M FCGR2B CTSS CCL2 STAT1 H2-T23 TAPBP EIF3A TAP1 GPR65 RARS ABI1 PSMB10 FYB JAK2 EIF4G3 DEGS1
HALLMARK_MYC_TARGETS_V1	0.0806142034548944	0.199414082230528	0.219250346703755	0.319046196390858	1.31371224947045	100	CANX YWHAE PSMD14 EIF4A1 MRPL23 SRSF1 EIF4G2 DDX18 IMPDH2 HSP90AB1 NDUFAB1 PSMD7 GLO1 EIF2S1 HNRNPA3 DEK HNRNPU NCBP2 HNRNPA2B1 EPRS HNRNPA1 SMARCC1 PSMB2 PSMA6 SNRPB2 DHX15 PSMA4 NPM1 EIF4H PSMA1 SET TARDBP TUFM PSMA2 PSMD3 EIF2S2 MYC UBE2L3 CUL1 COX5A PCBP1 NCBP1 SERBP1 CSTF2
HALLMARK_INFLAMMATORY_RESPONSE	0.096958174904943	0.227851711026616	0.197822021315103	0.327193033621862	1.29926411781404	81	CCL7 BST2 LY6E C3AR1 IRF7 AXL CYBB MMP14 PDPN CCL2 ADGRE1 NAMPT IL10RA ABCA1 ATP2B1 ITGA5 MSR1 CD48 EMP3 TAPBP
