"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ttr",0.89342013404802,1.9207875797473,0.079,0.078,1
"Jund",2.40442634324648e-08,0.646355898665085,0.857,0.696,0.000402861633810948
"Cst3",3.98905782957477e-23,0.625039934105223,0.996,1,6.68366639345252e-19
"P2ry12",1.35029157146227e-10,0.595278758572589,0.958,0.941,2.26241352798503e-06
"Tgfbr1",1.56394383290292e-09,0.592140518605217,0.925,0.779,2.62038789202884e-05
"Cd164",9.14319671877835e-07,0.566248238782783,0.604,0.368,0.0153194261023131
"Lag3",5.24947243616732e-06,0.540597754693253,0.619,0.407,0.0879549106679834
"Fscn1",2.83314767588497e-05,0.533837078347095,0.475,0.299,0.474693893094527
"Sox4",8.49089393392148e-05,0.521139402190818,0.257,0.118,1
"Fosb",0.000130066885010907,0.52018815627653,0.257,0.108,1
"Adgrg1",8.08982408142346e-07,0.505823143973189,0.57,0.328,0.013554500248425
"Serpine2",1.18473535163392e-05,0.495659389060549,0.755,0.583,0.198502408166263
"Gpr34",6.48286129857419e-10,0.493603362391486,0.966,0.946,1.08620341057611e-05
"Smap2",1.00550194501667e-05,0.481822013196414,0.721,0.559,0.168471850887542
"Cadm1",0.000208365595218807,0.480236747863602,0.415,0.27,1
"Gm42418",9.22572962887671e-18,0.478268215955945,1,1,1.54577099931829e-13
"Hpgd",8.40232206364624e-05,0.470279213433393,0.709,0.578,1
"Ctsf",5.41645911241002e-05,0.460793856323799,0.638,0.446,0.907527724284299
"St3gal6",1.13716346548095e-05,0.446850690890076,0.642,0.426,0.190531738641334
"Txnip",0.000637281975929545,0.437020227301385,0.649,0.5,1
"Maf",1.84054286657342e-05,0.425964328043233,0.872,0.735,0.308382957294376
"Cd300a",1.11135659360334e-05,0.424008878033145,0.434,0.225,0.186207797258239
"Cd14",2.83009100246499e-05,0.421472184287921,0.811,0.642,0.474181747463009
"Hspa1b",0.00357985501066854,0.420382529345792,0.166,0.069,1
"Lars2",4.78462619282598e-05,0.41777874053964,0.842,0.735,0.801664118607993
"Jun",0.000448167976274814,0.410330304347581,0.879,0.824,1
"Abcc3",6.97644093726002e-05,0.404300993805705,0.302,0.137,1
"Rab2a",0.00246592638682805,0.403307409850608,0.589,0.451,1
"Dusp6",1.56738379082401e-06,0.403215768505587,0.502,0.27,0.0262615154152564
"Ptgs1",0.00018349645679799,0.399849369294623,0.792,0.652,1
"Rapsn",0.00111558570170093,0.399146386088497,0.336,0.225,1
"Clec4a2",0.00508122066345692,0.397080221198433,0.464,0.328,1
"Slc12a2",0.00120514531884494,0.394174415053038,0.325,0.181,1
"Calm2",2.75259953625056e-06,0.393626160379005,0.925,0.804,0.0461198052298781
"Siglech",3.82414079505769e-06,0.391287761632555,0.966,0.907,0.0640734790211917
"Mtdh",1.53546256106468e-06,0.384814258769325,0.947,0.814,0.0257266752106387
"Sept7",0.00126016146218467,0.384153779978511,0.521,0.368,1
"Numa1",0.000363675689961376,0.381875191829716,0.321,0.167,1
"Ivns1abp",0.000770642786229541,0.376770279862205,0.713,0.554,1
"Rgs2",2.56838014501875e-05,0.374883989816193,0.864,0.765,0.430332093297891
"Cmtm6",0.000119534769599851,0.371763270542373,0.626,0.431,1
"Slc40a1",0.000486502882317407,0.369133895556154,0.358,0.196,1
"Egr1",0.0223495763747331,0.364902314081877,0.313,0.201,1
"Entpd1",0.00198337879858947,0.363169024313848,0.743,0.632,1
"Inpp5d",9.19652890393948e-06,0.35954049077101,0.86,0.686,0.154087841785506
"Trf",1.03297096028645e-05,0.358639232599309,0.936,0.838,0.173074284395995
"Lmo2",0.00220701782405791,0.358508853610545,0.623,0.495,1
"Glul",0.00101171354431582,0.356534964370266,0.86,0.775,1
"Atxn7l3b",0.001706230689473,0.352405313156614,0.547,0.382,1
"Cx3cr1",5.40611701719515e-08,0.351950476321957,1,1,0.000905794906231048
"Slc2a5",0.00320050221553245,0.349996386563472,0.517,0.363,1
"Otulinl",5.63266252308095e-06,0.349466222781935,0.891,0.725,0.0943752605742212
"Sirpa",5.70011608961073e-05,0.349403811978095,0.894,0.789,0.955054450814277
"Eif4e",0.00140709248567661,0.348550707257441,0.238,0.118,1
"Fos",0.0128898127657513,0.347452513075729,0.442,0.309,1
"Tpst2",0.00265724526145374,0.345867496131256,0.566,0.426,1
"Rgs10",5.94563551865664e-05,0.345183262334136,0.989,0.961,0.996191231150921
"Vcpip1",0.000493646756543511,0.34503519630021,0.211,0.083,1
"Eif1b",0.00241980382468489,0.342729621943756,0.585,0.441,1
"Hexb",1.80463252769207e-14,0.338554872695039,0.996,1,3.02366180014806e-10
"Abca9",0.00763763968905282,0.338411052034887,0.491,0.358,1
"P2ry13",0.0051275728937581,0.337246390926595,0.732,0.632,1
"Papss1",0.00219435621455023,0.335676346899913,0.374,0.225,1
"Map1lc3a",0.000177380007910128,0.33567029766452,0.404,0.225,1
"Ccl9",0.0362671028026525,0.333233598485977,0.37,0.279,1
"Slc1a3",0.00449410690557976,0.33135107827295,0.509,0.368,1
"Tprgl",0.00254857854615435,0.329361058513178,0.294,0.167,1
"Pnrc1",0.000108183200913183,0.326927722595445,0.653,0.456,1
"Adnp",0.00685496513923388,0.326368540310226,0.302,0.191,1
"Rb1cc1",0.0108355821971253,0.325941952796849,0.347,0.225,1
"Havcr2",0.0181396663310733,0.325940215939117,0.472,0.353,1
"Samsn1",0.00262201232555722,0.325854714169212,0.687,0.544,1
"Arhgap5",0.00162505659380901,0.324590832694812,0.819,0.696,1
"Ifngr1",8.56358662857108e-06,0.324315986500955,0.943,0.843,0.143482893961709
"Tgfb1",0.00477556762548512,0.324135126912184,0.687,0.578,1
"Arid1a",0.00357919892099284,0.322476517730456,0.475,0.324,1
"Zmiz1",0.00429006744806154,0.321281493164222,0.532,0.392,1
"Serinc3",1.52596198740961e-07,0.321018113612608,1,0.98,0.0025567493099048
"Man2b1",0.000600224100071134,0.320634528531493,0.928,0.873,1
"Eif5",0.00792179256664802,0.317203661055662,0.566,0.446,1
"Dnaja1",0.0300674834483583,0.317131441291302,0.528,0.456,1
"Rabac1",0.00493631325073948,0.316582568792653,0.758,0.662,1
"Ccdc50",0.010623445485749,0.315936952883804,0.464,0.343,1
"Sqstm1",0.00179774760824143,0.311159934061935,0.287,0.152,1
"Marcks",1.1866228082539e-05,0.308970636712167,0.996,0.985,0.19881865152294
"1700017B05Rik",0.0102705507676279,0.308286804826532,0.408,0.284,1
"Gm34455",0.000438179355857293,0.308053273370352,0.26,0.118,1
"Ski",0.0223872030224673,0.307577667252475,0.506,0.382,1
"Iscu",0.0102997078545603,0.306919908590854,0.57,0.48,1
"Wasf2",0.000412915535268938,0.304319909627205,0.762,0.598,1
"Tmem119",3.20849029822141e-05,0.30426050890392,0.962,0.887,0.537582549466997
"Csf1r",9.62657782950198e-07,0.302335466169773,1,1,0.0161293311533306
"St3gal5",0.00251017555131239,0.301784116895467,0.46,0.304,1
"Hook3",0.00999817722770839,0.301484213811673,0.453,0.324,1
"BC005624",0.00166663198743631,0.300447200108308,0.389,0.235,1
"Pmepa1",0.026359911336277,0.299891360323264,0.857,0.804,1
"Malat1",0.000455624567647126,0.299579228026285,0.985,0.98,1
"Cul1",0.00849137171647383,0.299294918560853,0.438,0.309,1
"Ctdsp2",0.000516625096840862,0.298645349074375,0.166,0.054,1
"Eif4g2",0.00436848243357213,0.297666263788529,0.63,0.485,1
"Nr2f6",0.00012564067534173,0.297072724427973,0.151,0.039,1
"Prkcsh",0.0082896992999312,0.297053529219627,0.253,0.157,1
"Thrsp",0.00360117097195875,0.296054459649977,0.298,0.167,1
"Zfp703",0.00123328476162097,0.295706081656658,0.249,0.118,1
"Rala",0.0142353091615327,0.29554479810876,0.385,0.284,1
"Cbr1",0.000693160699814171,0.295389267350327,0.264,0.127,1
"Nipbl",0.0279604124838251,0.295329588338639,0.442,0.343,1
"Atg3",0.0075943127971656,0.295305815249861,0.317,0.191,1
"Fam102b",0.00192340349335481,0.293428329240002,0.506,0.343,1
"Bri3",0.00208560208229553,0.292082704741118,0.868,0.804,1
"Prex1",0.018605673106117,0.288026046307314,0.532,0.412,1
"Nop53",0.0118081751725295,0.287124825305786,0.279,0.172,1
"Plekho1",0.00220293218814386,0.28695674037306,0.721,0.657,1
"Fez2",0.017133074387514,0.286900224888435,0.408,0.289,1
"St13",0.000348935570737374,0.286717026402399,0.691,0.51,1
"Agmo",5.46979770066082e-05,0.28668280463175,0.242,0.098,0.91646460474572
"Prkca",0.0038532550502701,0.285664861221548,0.23,0.118,1
"Adam17",0.00151920438255108,0.285359692077347,0.445,0.284,1
"Abi3",0.00179357764369626,0.284797826729793,0.781,0.657,1
"Tcf7l2",0.0324294228150874,0.284489128671214,0.26,0.172,1
"Nfatc1",0.0109874027985637,0.283702078411693,0.283,0.167,1
"Pde3b",0.00101747083694613,0.283094353306898,0.713,0.554,1
"Plxdc2",0.00172440008387879,0.282051247593362,0.838,0.716,1
"Cebpa",0.00528928631321663,0.28200964116485,0.574,0.426,1
"2810013P06Rik",0.0366208238804139,0.280864525666018,0.355,0.265,1
"Cerk",0.00319800748111023,0.280527643172077,0.351,0.211,1
"Cd9",0.00981237459961843,0.28004720170561,0.985,0.966,1
"Hpgds",0.0139218354377213,0.279631395058221,0.909,0.858,1
"Dhrs7b",0.00337868388425028,0.279302020311642,0.328,0.191,1
