"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cxcl3",2.06597315487088e-29,3.92064221237479,0.344,0.027,3.46153802098616e-25
"Cxcl2",1.29384983951009e-28,3.7733444633232,0.489,0.104,2.16784540609916e-24
"Saa3",3.17417432859867e-18,3.33555883840063,0.578,0.311,5.31832908756707e-14
"Ptgs2",1.59177285363643e-23,3.21044817047073,0.344,0.056,2.66701541626784e-19
"Pf4",1.67619537935614e-14,3.03968073436189,0.328,0.092,2.80846535811122e-10
"Ccl3",4.63886171587501e-21,2.65671189153589,0.306,0.084,7.77241280494858e-17
"Lcn2",7.55795634174233e-18,2.60964593063942,0.339,0.104,1.26633558505893e-13
"Arg1",1.80328912177719e-37,2.58480666153504,0.711,0.266,3.02141092353769e-33
"Ccl4",2.13339852778028e-16,2.58190879152809,0.289,0.054,3.57450923329587e-12
"Slpi",1.29518270232288e-21,2.57687893188157,0.7,0.496,2.17007861774198e-17
"Ptges",7.03021170596807e-38,2.54666792253167,0.422,0.043,1.17791197133495e-33
"Nos2",1.39237355314259e-27,2.54334925759519,0.411,0.066,2.33292188829041e-23
"Spp1",7.71660998168496e-19,2.53964052229997,0.561,0.215,1.29291800243132e-14
"Hilpda",4.60404675302415e-41,2.47283215693083,0.55,0.111,7.71408033469197e-37
"S100a8",1.14710137357726e-18,2.42169073769462,0.461,0.224,1.92196835142869e-14
"Fabp5",2.53008829322055e-08,2.23857022908131,0.539,0.341,0.000423916293529103
"Hmox1",4.56292514032996e-28,2.2247606434857,0.883,0.603,7.64518107262285e-24
"Ero1l",1.75835217321486e-34,1.92721617408062,0.622,0.289,2.9461190662215e-30
"Slc7a11",6.00394711816769e-31,1.92223748223825,0.556,0.151,1.005961339649e-26
"Mt2",2.40157359229573e-17,1.88264993055202,0.178,0.007,4.0238365538915e-13
"Cd9",2.69105049030764e-35,1.85138092181685,0.706,0.278,4.50885509651046e-31
"Inhba",4.41383758382992e-28,1.82414578201072,0.339,0.025,7.39538487170703e-24
"Pdpn",1.15338522622166e-37,1.79517275116453,0.483,0.056,1.93249694653439e-33
"Serpinb2",1.91849238543168e-14,1.75792162304667,0.183,0.022,3.21443399179077e-10
"Mt1",1.39712928336093e-23,1.6626036618213,0.817,0.605,2.34089011427124e-19
"Cd14",1.66472027718567e-19,1.51578066914698,0.756,0.555,2.78923882442459e-15
"Gm15056",0.0744525984522454,1.51092186804736,0.044,0.014,1
"Fth1",1.47705243593054e-35,1.5046412793276,1,0.996,2.47480135640162e-31
"Slc7a2",2.17146933587743e-20,1.46274178599002,0.272,0.031,3.63829687226264e-16
"Il1b",1.36707583252696e-06,1.45883370382864,0.617,0.513,0.0229053555739892
"Gpnmb",9.9536839859716e-16,1.45774845755139,0.356,0.084,1.66773975184954e-11
"AA467197",1.44895903732329e-12,1.45124453758434,0.572,0.338,2.42773086703517e-08
"Nfkbia",2.55478326962599e-20,1.43223372972207,0.8,0.68,4.28053936825835e-16
"Cd63",2.9874128754301e-19,1.41640084695407,0.55,0.199,5.00541027278313e-15
"Il1a",1.22695663274404e-29,1.40783134711675,0.339,0.02,2.05576583816264e-25
"Tnfrsf9",4.21388574685697e-19,1.39653338900652,0.211,0.013,7.06036556885886e-15
"Basp1",3.83106562252624e-24,1.35695517220529,0.761,0.434,6.41895045054272e-20
"Il7r",1.1539736219618e-20,1.35300330556606,0.428,0.111,1.93348280359699e-16
"Ier3",5.85920534325621e-17,1.34635520348792,0.744,0.542,9.81709855262579e-13
"Sod2",5.54094505941368e-21,1.31853700598507,0.783,0.616,9.28385344704762e-17
"Il1rn",8.82072029145808e-12,1.28475777229634,0.556,0.323,1.4779116848338e-07
"Plin2",5.25041179388239e-33,1.28190098370686,0.894,0.697,8.79706496064994e-29
"Hspa1b",1.13722084958132e-05,1.26640301033493,0.083,0.041,0.19054135334735
"Cd24a",3.48739637948895e-30,1.26280857889362,0.528,0.11,5.84313263383373e-26
