"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Lcn2",6.25868133769186e-09,4.1131760810332,0.917,0.462,0.000104864205813027
"Sod2",1.30675350740532e-09,3.86822536399511,0.833,0.192,2.18946550165761e-05
"F10",1.82700118628723e-10,3.30514500029551,0.688,0,3.06114048762425e-06
"Creg1",5.13315043973791e-07,3.24274540110171,0.75,0.269,0.00860059356178088
"Cxcl2",0.000679481149913109,3.17739580576672,0.729,0.346,1
"Tnf",0.000287182148586483,3.15423419184522,0.5,0.115,1
"Gadd45b",4.56280464260153e-07,3.03715688508091,0.875,0.654,0.00764497917867886
"Esd",5.88797799438731e-08,2.96441773149787,0.75,0.462,0.000986530712959593
"Ccl3",1.7628642590079e-06,2.90169381976265,0.792,0.192,0.0295367906596774
"Gdf15",0.000341844107586807,2.87342879735267,0.292,0,1
"Fth1",3.03511254306645e-11,2.76407350580283,1,1,5.08533106590784e-07
"Psap",6.61131729778513e-06,2.71281463564839,0.833,0.423,0.11077262132439
"Ccrl2",7.5189559488398e-07,2.6572155202337,0.854,0.385,0.0125980106922811
"Ccl4",3.44698647065416e-05,2.6050893700347,0.729,0.192,0.577542583158104
"Cybb",0.000432223706858816,2.5771106560039,0.458,0.154,1
"Blvrb",4.10336772336198e-05,2.56377566008202,0.562,0.077,0.6875192620493
"Hilpda",0.000622197652062392,2.48415916119674,0.479,0.077,1
"Saa3",0.469364912673883,2.48193315938164,0.271,0.192,1
"Bcl2a1b",6.94823620096608e-05,2.38233492386036,0.542,0.115,1
"Prdx1",0.00132856047769621,2.35421848894762,0.542,0.154,1
"Camp",0.000341844107586809,2.34862669679197,0.292,0,1
"Cd274",1.38357211712637e-05,2.34360541134111,0.75,0.385,0.231817508224523
"Ctsz",1.09231447737898e-07,2.23213503356774,0.917,0.5,0.00183017290684849
"Clec4e",0.00153623449220474,2.19326666097621,0.812,0.5,1
"Cstb",2.99495430054138e-09,2.16935962120378,0.917,0.692,5.01804593055707e-05
"Il1rn",0.000447211998361489,2.09089809022812,0.792,0.615,1
"Sqstm1",0.000244653220099581,2.08276314229393,0.604,0.154,1
"Rilpl2",0.000117401901251576,2.07467518467518,0.417,0.038,1
"Tma16",0.00193880865659621,2.07349539063764,0.229,0,1
"Slc7a11",0.000200032419921328,2.06606863933167,0.625,0.154,1
"Fpr2",0.00119360564172191,2.02366965977375,0.521,0.192,1
"Txnrd1",1.23864138460139e-05,2.01806151189432,0.604,0.115,0.207534363989962
"Tnfaip3",1.51554948673251e-06,2.01433197326105,0.542,0.038,0.0253930316502032
"Traf1",0.000186543609414231,2.00280667482469,0.458,0.038,1
"Nfkbia",3.53095711297892e-05,1.98760099017881,0.875,0.538,0.591611864279618
"Ikbke",7.70303082767843e-06,1.94103944593831,0.417,0,0.129064281517752
"Ccl5",0.660818643322761,1.91138332321469,0.146,0.077,1
"Mafg",7.70303082767843e-06,1.90279844002605,0.417,0,0.129064281517752
"Slpi",0.110303510961521,1.87307353104515,0.875,0.731,1
"Ftl1",1.23242283385815e-06,1.86044374747537,1,1,0.0206492445812932
"Timp2",0.000187681609495703,1.82568946774928,0.312,0,1
"Aoah",0.000711586009390677,1.79566591335973,0.417,0.038,1
