"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Hspa1b",0.000377804433000593,0.665607631736141,0.195,0.08,1
"Tgfbr2",3.54702228067253e-07,0.487968465176764,0.739,0.564,0.00594303583126682
"Cd164",9.03073652233673e-06,0.468996481016622,0.728,0.573,0.151309990431752
"P2ry12",1.58819447876377e-14,0.466216960497409,0.995,0.996,2.6610198491687e-10
"Spp1",1.65308002193652e-07,0.447675462817369,0.251,0.08,0.00276973557675464
"Bmyc",5.67039660142127e-06,0.446014518283284,0.715,0.533,0.0950074950568134
"P2ry13",8.56554491769911e-06,0.418249990127239,0.837,0.698,0.143515705096048
"Ighm",2.3101220356524e-05,0.408441230373862,0.661,0.476,0.387060947073559
"Smap2",6.76478890200578e-07,0.406733394259623,0.88,0.76,0.0113344038053107
"Ccnd1",0.00107451237421903,0.391696515147652,0.296,0.164,1
"Sppl3",0.000375502290140359,0.360139607734558,0.307,0.164,1
"Hpgd",0.00012227232043716,0.358939436995277,0.867,0.787,1
"Rcsd1",0.000198943160095942,0.352958398983058,0.443,0.276,1
"Rab2a",0.000359691051197008,0.349714194035977,0.595,0.436,1
"Sft2d2",0.00188017891519366,0.34858993157972,0.429,0.293,1
"Ptgs1",7.12592945615713e-05,0.344213744162518,0.88,0.778,1
"Pja2",0.000399984114147719,0.34353980221506,0.267,0.133,1
"Calm2",2.04720273109368e-07,0.34309473426475,0.963,0.884,0.00343008817594746
"Pik3cg",0.000317670363781019,0.339162626957461,0.491,0.324,1
"Rnf13",6.18996783357884e-05,0.339075503540847,0.792,0.636,1
"Pten",0.00259756187097229,0.335971374177136,0.544,0.4,1
"Fscn1",0.000650802538499793,0.334076189170779,0.595,0.436,1
"Hook3",0.00956629045878201,0.330702542697382,0.504,0.387,1
"Tnpo1",0.000146676430524284,0.330619413046232,0.363,0.204,1
"Abcc3",0.00163161169836257,0.328299831191842,0.301,0.173,1
"Naalad2",0.0014410058039874,0.327534464887866,0.123,0.04,1
"Ppp6c",0.000563052222830829,0.326656391478164,0.197,0.084,1
"Il16",0.00265885144467848,0.325494777045308,0.403,0.267,1
"Abca9",0.00843723374401891,0.322273079138625,0.715,0.613,1
"Csnk1e",0.00150052099294966,0.320913172960518,0.653,0.516,1
"Gm29488",0.00308493269401358,0.31951156966426,0.227,0.124,1
"Hsp90aa1",0.00369823773136204,0.316941315458563,0.557,0.422,1
"Fabp5",0.000382635619025427,0.311744619886518,0.208,0.089,1
"P4ha1",0.000651408490706581,0.308241386690085,0.587,0.427,1
"Slc2a5",0.0115890832615026,0.307118157926854,0.584,0.48,1
"Entpd1",0.000701274149641695,0.305327969848562,0.888,0.804,1
"Creb3l2",0.00931744763365889,0.303297067795443,0.227,0.129,1
"Pdcd4",0.00221399331557084,0.302912756760008,0.371,0.236,1
"Col27a1",0.00507129744829216,0.299606054305855,0.504,0.369,1
"Cpsf6",0.00486038206304608,0.298325962030639,0.336,0.213,1
"Tmx1",0.00374000280430633,0.297990824038644,0.237,0.133,1
"Pfdn2",0.00261305611172169,0.297337786116711,0.384,0.249,1
"Bank1",0.00249306531324932,0.294417864927596,0.184,0.084,1
"Crybb1",0.0114950872027239,0.294009057519149,0.64,0.533,1
"Slc1a3",0.0106690144309595,0.293776412781782,0.52,0.4,1
"Pmepa1",0.000179074613699339,0.293546637569625,0.936,0.84,1
"Lnpep",0.00411462049347177,0.292830372408569,0.544,0.409,1
"Fam53b",0.00635014132376318,0.291903453892806,0.248,0.142,1
"Rc3h1",0.00173270548391553,0.291319019576401,0.291,0.164,1
"Tmem30a",0.00921916744135901,0.290982778008103,0.539,0.418,1
"Arhgef40",0.0100525757795912,0.288461572087758,0.395,0.276,1
"Snn",1.03833920365101e-06,0.286375723624598,0.309,0.147,0.0173973733571726
"Tuba1a",0.0079573375795293,0.286264264934996,0.536,0.413,1
"Ap1b1",0.00657046922205664,0.286173257298219,0.301,0.187,1
"Spire1",0.00331290032826134,0.285296107984888,0.336,0.209,1
"Vcp",0.0101849002587971,0.284856186038332,0.517,0.391,1
"Dusp6",0.00588464308530958,0.283386573049379,0.675,0.547,1
"Pdlim4",0.0044288761633254,0.283281164587415,0.445,0.311,1
"Ppp1r14b",0.00571588774859572,0.283182883352538,0.603,0.476,1
"Zmym4",0.0185310889690626,0.281397330936844,0.227,0.142,1
"Crk",0.00469683787089658,0.280312114092506,0.309,0.191,1
"Mrpl23",0.0184365494901749,0.279895876091817,0.36,0.253,1
"Ube3a",0.033558736442552,0.279402044529861,0.477,0.391,1
"Sox4",0.0053503850874934,0.279323942392413,0.488,0.356,1
"Rnaseh2c",0.0206965790016083,0.278603471075435,0.317,0.222,1
"Fam102b",0.00392581794262628,0.277243780982836,0.693,0.56,1
"Ralbp1",0.00377498188039837,0.276665491656985,0.467,0.329,1
"Ankrd11",0.00965493935586555,0.275110635456088,0.571,0.444,1
"Add3",0.00346369699547856,0.274504251106314,0.216,0.111,1
"Phf20",0.00169795347638544,0.273009376462755,0.2,0.093,1
"Trf",0.000311638549190318,0.271759753213078,0.952,0.884,1
"Nav2",0.0396811237817854,0.271745534185412,0.685,0.609,1
"Gm42418",3.05998244884576e-08,0.271440602490111,1,1,0.000512700059304107
"Lims1",0.021168606822269,0.271282534260211,0.579,0.498,1
"Hnrnpf",6.03128499577922e-06,0.27023459942023,0.675,0.476,0.101054180104281
"Zfp292",0.00491955128536805,0.269445962210942,0.477,0.342,1
"Papola",0.0163449757111724,0.268694605062379,0.485,0.369,1
"Irak1",0.0303136498824852,0.267330654348177,0.307,0.222,1
"Arcn1",0.00420664648512052,0.266132013629661,0.296,0.178,1
"Slc29a3",0.0244131590094606,0.264228673221399,0.704,0.618,1
"Fbxo11",0.0162020479581859,0.263890596723337,0.216,0.129,1
"Maf",1.73737225295476e-06,0.263799553971378,0.979,0.911,0.0291096720982569
"Bach2",0.016246805491951,0.263439794219694,0.181,0.111,1
"Slc40a1",0.0542200413822415,0.263288671468627,0.499,0.418,1
"Tnfrsf13b",0.039458149968032,0.26230760769327,0.419,0.324,1
"Akna",0.00167923671920066,0.261316554559895,0.371,0.236,1
"Setd1b",0.0167118123330974,0.260996650640512,0.28,0.182,1
"Tax1bp1",0.000658665256898663,0.260893717159973,0.523,0.364,1
"Hmox1",0.00174130979108111,0.260675731950296,0.205,0.098,1
"Lamtor5",0.00643194482117121,0.260549374714336,0.427,0.298,1
