"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Atp6v1d",0.0191778064280584,2.15362832610427,0.333,0.136,1
"H2-Eb2",0.00766600459920013,2.03094513403178,1,0.148,1
"Sptssa",0.00147148819183853,2.00416256808339,1,0.074,1
"Bhlhe40",0.0895204309805368,1.99511365954585,0.333,0.049,1
"Ppp1r21",0.0172723167154057,1.98375105758184,0.667,0.111,1
"Arih2",0.000949846155989974,1.91087787340894,1,0.062,1
"Rilpl2",0.139056972446233,1.90353773991235,0.333,0.086,1
"Tmem208",0.0274062177624552,1.88849545038428,0.667,0.111,1
"Samsn1",0.0764026775376964,1.88640550392209,0.667,0.123,1
"Srfbp1",0.00118579335560012,1.8736190716983,0.667,0.012,1
"Spint2",0.0107704831012432,1.84784384415654,0.667,0.025,1
"Nat10",0.0820551387624063,1.8414724442402,0.333,0.025,1
"Grpel2",0.000160191403283758,1.82392035764891,1,0.025,1
"Pde4a",0.0502670337465031,1.82030662229407,0.333,0.012,1
"Bola1",0.0319669554491548,1.81971685745377,0.667,0.062,1
"Hnrnph3",0.00694461240191117,1.8149891460695,1,0.148,1
"Nolc1",0.0466085879898685,1.80524018138641,0.333,0.148,1
"Cd9",0.0502670337465039,1.80219627689979,0.333,0.012,1
"Ubr2",0.121044442126524,1.798428701644,0.333,0.099,1
"Urb1",0.0100691193003553,1.79644450858444,0.667,0.025,1
"Rpp40",0.0502670337465041,1.78583922022082,0.333,0.012,1
"Gtf2f2",0.15287997076733,1.77566759626271,0.333,0.037,1
"Gm19951",0.128640800664064,1.75108255624805,0.333,0.049,1
"Mif",0.142828172838841,1.73646246861693,0.667,0.519,1
"Coq2",0.156496982581839,1.7337057417131,0.333,0.049,1
"Lsg1",0.036317582515922,1.73058101690592,0.333,0.123,1
"Zc3h6",0.136331091507265,1.71567488725094,0.333,0.037,1
"Eif2a",0.00458811740361359,1.71031630949839,1,0.123,1
"Tes",0.0820551387624068,1.7066594967761,0.333,0.025,1
"Nubp2",0.125141990355719,1.70424724974889,0.333,0.049,1
"Cfap97",0.161135273303677,1.69405318446364,0.333,0.037,1
"Nme1",0.0211286019024732,1.68929194673134,0.667,0.383,1
"Golm1",0.171763927531258,1.68467804599607,0.333,0.037,1
"Ncl",0.0660696280413413,1.67264986734637,0.667,0.568,1
"Ago3",0.2002073675559,1.66202636726888,0.333,0.037,1
"Larp1",0.00926331578316497,1.65275238059585,1,0.16,1
"Mettl1",0.0385978171070631,1.61106832398895,0.667,0.074,1
"Ralgapa1",0.144284036130288,1.609612196904,0.333,0.062,1
"Pmepa1",0.234601865510117,1.58955214970863,0.333,0.049,1
"Apex1",0.0502670337465027,1.58820586746406,0.333,0.012,1
"Secisbp2",0.107760363393128,1.58677809626987,0.333,0.074,1
"Dguok",0.0434423789700607,1.58257579137461,0.667,0.21,1
"Man2a1",0.105146667602924,1.576924757997,0.667,0.136,1
"Psma6",0.0214792346150975,1.56768018581882,1,0.321,1
"Mrpl12",0.0697420707451507,1.5631867153386,0.667,0.235,1
"Fbxl6",0.165081513329562,1.5559391404588,0.333,0.074,1
"Fam169b",0.0028431973706815,1.5537905623385,1,0.099,1
"Bola2",0.0271807421712673,1.55185143855118,1,0.333,1
"Skiv2l",0.0108029298179359,1.54180787419014,0.667,0.025,1
"Eif1b",0.103115098876183,1.5352641776389,0.667,0.284,1
"Hspd1",0.139586672078775,1.52542768562453,0.667,0.185,1
"Tnfrsf1b",0.0103835199828259,1.52062284696146,0.667,0.025,1
"Fnbp1",0.0159226729624043,1.5191776284254,1,0.198,1
"Zcrb1",0.140926998334317,1.5181910150635,0.667,0.148,1
"Snd1",0.0107654063981969,1.50514006595173,0.667,0.025,1
"Snhg16",0.0820551387624063,1.49452147258656,0.333,0.025,1
"Ylpm1",0.182121953368838,1.4910714544818,0.333,0.086,1
"Zfyve27",0.0233820070198903,1.49006879614566,0.667,0.049,1
"Rnaseh2b",0.215296891714265,1.47450553053489,0.333,0.037,1
"Myo1e",0.271962207395493,1.46882384172436,0.333,0.136,1
"Atp1a1",0.0269235887829504,1.46657027438906,0.667,0.049,1
"Vps13a",0.146649528058538,1.46640085967012,0.667,0.16,1
"Ddhd2",0.0177467552511329,1.46479984273018,0.667,0.037,1
"Cop1",0.137166865992358,1.46361791992195,0.333,0.099,1
"Snx9",0.0977105020368286,1.46336253053028,0.333,0.123,1
"Pno1",0.0273382174490544,1.46136772509923,0.667,0.049,1
"Paics",0.0761843413030752,1.4612586614467,0.667,0.111,1
"Anp32b",0.0579023401688637,1.45837751684318,1,0.383,1
"Ube4b",0.191634865088476,1.45813973425285,0.333,0.086,1
"Stk10",0.063426358287285,1.45517214956558,0.667,0.086,1
"Atmin",0.018181320167992,1.45359225882233,0.667,0.037,1
"Fam162a",0.103635616761863,1.4501529384189,0.667,0.123,1
"Rab5c",0.0031668601813453,1.44922748178443,1,0.111,1
"Gpx4",0.0111850964183893,1.44220859973172,0.667,0.42,1
"Hsp90b1",0.061300565083896,1.4412791152768,0.667,0.556,1
"Ypel3",0.0419794143114483,1.44095539915046,0.667,0.383,1
"Arl3",0.0273464071546712,1.44068142296958,0.667,0.049,1
"Alg1",0.0273453943339875,1.43030009364763,0.667,0.049,1
"Atp5g3",0.09787440914007,1.43023449944634,0.667,0.333,1
"Tuba4a",0.017858868821712,1.42720603762109,0.667,0.037,1
