"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Acp5",0.00241570669381765,1.96858452744529,0.156,0.036,1
"Gdf15",0.000418262925506756,1.90671518201211,0.263,0.083,1
"Saa3",0.0105332626358079,1.75700665601309,0.354,0.19,1
"Cxcl3",0.0203961441310814,1.55513865887784,0.412,0.262,1
"Tnf",0.000503987240687415,1.49411548801132,0.552,0.357,1
"Prok2",7.82504021597787e-05,1.4120854107639,0.295,0.083,1
"Anxa5",8.54364855413219e-08,1.23178341216263,0.321,0.048,0.00143148831524485
"Cpne2",1.56635694447622e-08,1.1903685672364,0.552,0.202,0.000262443106046991
"Gpr137b",7.03138609804015e-07,1.14611702298279,0.347,0.083,0.0117810874072663
"Ccl3",7.0348555437728e-09,1.07324927072665,0.906,0.643,0.000117869004635913
"Bcl2a1b",1.22069865145665e-05,1.05488816908578,0.562,0.274,0.204528059051562
"Cstb",2.12511750221338e-13,1.0266636951013,0.974,0.905,3.56063437495852e-09
"Psap",1.2704432053905e-08,1.02463459295592,0.808,0.512,0.000212862759063179
"Ccl4",8.66275192615144e-06,1.01888720956061,0.662,0.369,0.145144408522667
"Gadd45b",1.24422111165466e-10,1.01655906002492,0.945,0.786,2.08469247257738e-06
"Cpeb4",0.000628688876634587,0.993945386641121,0.312,0.119,1
"Serf1",0.00820229470108532,0.991844616424458,0.403,0.238,1
"Sod2",6.08133583427475e-09,0.981319662567021,0.899,0.726,0.000101892781903273
"Blvrb",9.66563343730386e-06,0.96743146459366,0.542,0.262,0.161947688242026
"Fnip2",2.88556178452349e-09,0.965516413974716,0.532,0.167,4.83475876996911e-05
"Creg1",7.34717224262814e-06,0.961638055479839,0.727,0.571,0.123101870925234
"Gstm1",0.00042426070500871,0.945653553267363,0.234,0.06,1
"Ftl1",6.45567526200721e-13,0.928056090788369,1,1,1.08164839014931e-08
"Rilpl2",5.23549937372729e-07,0.924430808680924,0.601,0.274,0.00877207920068008
"Zeb2",1.61897209659052e-07,0.903173506170151,0.724,0.393,0.00271258774783742
"Bcl2a1a",8.53665295164544e-05,0.899955329361441,0.377,0.143,1
"Traf1",4.89089706338539e-05,0.899420184092444,0.432,0.179,0.819469802970222
"Abcc5",0.00227674515223355,0.894129482587978,0.237,0.083,1
"Fam50a",2.51962786883184e-06,0.886863184048035,0.36,0.095,0.0422163649422775
"Cybb",0.0335430856481014,0.883627248122234,0.315,0.202,1
"Cd63",3.09446041742251e-07,0.883317152243281,0.808,0.548,0.00518476842939142
"Neu1",7.9487131354865e-05,0.875677743157339,0.416,0.179,1
"Npc1",1.43892183136028e-06,0.855952836771166,0.347,0.083,0.0241091352844415
"Bax",8.5324115261108e-05,0.849040715881345,0.656,0.44,1
"Cd274",2.72691749988701e-07,0.848203940091351,0.718,0.393,0.00456895027106069
"Cyba",4.774188023779e-06,0.83840122011782,0.906,0.786,0.0799915203384172
"Tfrc",6.75383868384294e-05,0.832921107704903,0.192,0.024,1
"Cd68",3.20474415549476e-07,0.830276276496137,0.786,0.524,0.00536954883253147
"Gngt2",0.119305551074791,0.82748465283955,0.253,0.155,1
"Id2",0.019041909778154,0.821459021789119,0.338,0.19,1
"Mpeg1",5.60676451810888e-05,0.814917762984793,0.721,0.476,0.939413395009142
"mt-Cytb",0.00953929520061412,0.798164127174752,0.623,0.476,1
"Dock10",8.80638896756666e-06,0.788050361702015,0.357,0.107,0.147551047151579
"Bri3",1.03512634838295e-07,0.785077493560994,0.88,0.738,0.00173435419671564
"Il1a",0.0163489219148462,0.783738887817508,0.377,0.214,1
"Apoe",1.25198010320997e-10,0.782718943591669,0.714,0.31,2.0976926629283e-06
"F10",1.45831404299517e-05,0.770123026867531,0.786,0.536,0.24434051790384
"Rnf130",1.6031745482593e-05,0.765250312074652,0.552,0.274,0.268611895560846
"mt-Nd1",0.00415071379029841,0.760365648941574,0.429,0.238,1
"Tpp1",0.000148424085794505,0.760089982033683,0.354,0.131,1
"Hspa1b",0.914496192810175,0.756617892582074,0.055,0.048,1
"Tma16",0.00737516689408008,0.755162359459628,0.149,0.036,1
"Stfa2",0.464545997834164,0.748933845608191,0.062,0.06,1
"Prdx1",0.00141838849654295,0.728621032308993,0.542,0.321,1
"Lipa",2.23256422841665e-05,0.727648443625826,0.406,0.155,0.37406613647121
"Plgrkt",1.11784943645921e-05,0.724081778394573,0.636,0.345,0.187295673078741
"Nfkbib",3.3716954255893e-05,0.723652907002903,0.506,0.238,0.564927568557488
"Soat1",1.12579688759587e-05,0.719575774476662,0.481,0.202,0.188627268516688
"Ftl1-ps1",0.000169062672028263,0.719099661412294,0.536,0.286,1
"mt-Nd2",0.0145178328884252,0.717774782294401,0.438,0.286,1
"Il1rn",0.000434562128896311,0.711387799695038,0.847,0.726,1
"Bst1",0.000987003852662489,0.710724521669454,0.581,0.405,1
"Esd",8.39579600689466e-06,0.710181624535663,0.899,0.786,0.14067156209552
"Csf3",0.00028892335456354,0.706419323907474,0.091,0,1
"Lcn2",9.04129564637177e-06,0.704735991095194,0.945,0.798,0.151486908554959
"Nampt",0.000269885471954214,0.703686917248852,0.422,0.19,1
"Schip1",0.00232119654544814,0.693645568883193,0.166,0.036,1
"Ctsa",0.00101792251591214,0.684840540919548,0.341,0.143,1
"Ppp4r2",0.00570007985054893,0.683940186050885,0.393,0.238,1
"Lamp1",3.12253977224443e-05,0.683561426441063,0.786,0.548,0.523181538839554
"Cxcl1",0.0886267012724051,0.682152286006741,0.062,0.012,1
"Camp",0.0107405444105615,0.67991866309833,0.218,0.083,1
"Nceh1",0.000207115858012654,0.678177897013636,0.26,0.071,1
"Mfsd1",1.21015756799941e-05,0.674785781033182,0.347,0.107,0.202761900518302
"Itpr2",0.000193489667809702,0.671087192699854,0.497,0.25,1
"Cd84",5.58936763554099e-05,0.67059728703015,0.429,0.179,0.936498547334892
"Slc31a1",0.00153356540906314,0.667986311781937,0.393,0.19,1
"Batf",0.00230450394697595,0.665975631363582,0.279,0.107,1
"Ctsb",2.47389849949317e-08,0.664890291554338,0.971,0.845,0.00041450169359008
"Hexa",2.57908754626429e-05,0.663057824550501,0.351,0.119,0.432126118376581
"Bcl2a1d",0.00433860497048841,0.660504781697882,0.179,0.048,1
"Fcer1g",1.90471512712406e-06,0.658061136975651,0.987,0.988,0.0319135019549637
"Tnfaip3",0.00138735676577214,0.657250657642652,0.477,0.262,1
"C1qb",0.0849246804838086,0.654866953806876,0.279,0.167,1
"Ero1l",0.0803828738742477,0.654441226101828,0.692,0.571,1
"Apoc2",0.00463294904282682,0.65146437703672,0.25,0.095,1
"Stom",0.000331221016245836,0.650047024844024,0.195,0.036,1
"Fundc2",0.000493770664632846,0.648769863697579,0.166,0.024,1
"Gpnmb",0.00893348103748769,0.648736552617994,0.133,0.036,1
"Morrbid",0.0173316665252449,0.645346795691894,0.331,0.19,1
"Smim4",0.00205637965859591,0.640071799122886,0.279,0.107,1
"Ccrl2",1.78736817153132e-05,0.638873803287032,0.88,0.69,0.299473537140072
"Fnip1",0.00644972044918199,0.637722928432146,0.292,0.131,1
"Klhdc4",0.000424358966352517,0.634572895172898,0.429,0.202,1
"Tst",0.000290762330806702,0.629615887699105,0.169,0.024,1
"C730034F03Rik",0.912208238906375,0.628474827265364,0.032,0.036,1
"Rel",0.029063256407866,0.62209669267033,0.305,0.167,1
"Psmb5",0.00283497025480792,0.615164262269184,0.62,0.429,1
"Casp4",5.08855366364903e-05,0.612067598169128,0.5,0.238,0.852587166344395
"C1qa",0.0889264583012503,0.6067108872269,0.156,0.071,1
"Ehd1",0.0016698570798383,0.599514208584432,0.753,0.56,1
"Stx7",0.00252408948152952,0.594946709503731,0.305,0.131,1
"mt-Co3",0.00622963802118993,0.594133098053377,0.753,0.571,1
